siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig101853_9498	11	15	10	18	15	12	16	24	19	22	23	15	18	27	25	21	13	18
Contig101853_9518	17	18	13	9	15	11	21	26	16	19	31	16	17	30	27	17	16	22
Contig101853_9529	14	18	14	7	14	14	25	20	10	16	29	13	19	34	31	13	14	25
Contig101875_780	14	13	15	18	13	14	20	10	19	32	13	17	32	28	21	27	22	20
Contig1019_5292	16	13	20	23	16	14	17	17	23	24	27	16	17	31	26	24	23	18
Contig1019_6052	22	15	19	16	12	11	20	15	18	26	26	11	23	17	27	18	19	20
Contig1019_6073	25	16	24	28	23	14	25	21	23	30	25	17	26	18	35	20	25	20
Contig1019_9302	25	24	13	19	12	17	15	21	23	19	4	25	27	31	12	18	25	22
Contig1019_11268	13	20	18	18	13	12	22	24	18	20	10	19	27	19	21	27	23	18
Contig101985_10299	38	33	40	46	33	30	44	39	41	50	56	35	48	51	48	55	47	40
Contig101985_10308	23	19	26	28	16	15	26	25	19	32	34	20	31	30	28	30	28	21
Contig101985_10314	15	10	14	18	10	8	17	13	10	20	21	10	20	18	17	18	16	12
Contig102033_515	21	10	12	18	12	8	17	18	17	28	18	10	23	24	21	18	24	20
Contig10207_1400	26	18	21	33	13	17	17	18	21	37	41	18	33	39	36	47	24	25
Contig10207_1414	25	23	22	35	14	19	20	19	24	35	48	16	36	43	39	52	30	23
Contig10207_1421	26	23	23	35	15	20	24	22	23	36	53	17	37	46	41	51	34	26
Contig10207_1426	22	19	21	32	13	19	18	18	22	35	53	15	37	47	39	42	31	27
Contig10207_1436	20	19	23	34	13	20	24	21	27	42	61	18	35	40	47	48	40	27
Contig10207_1486	22	16	18	21	13	14	17	22	23	30	49	9	29	47	41	52	24	25
Contig10207_1502	24	12	24	26	16	13	22	23	21	33	45	14	33	34	44	42	29	29
Contig102083_3201	9	18	16	11	14	13	19	17	22	19	15	14	24	32	30	34	19	18
Contig102103_864	15	21	20	23	20	14	24	20	29	28	17	18	33	35	24	35	20	25
Contig102110_9040	23	20	17	18	19	10	25	21	17	22	43	20	36	34	39	47	29	14
Contig102110_15494	23	27	19	18	7	16	21	14	26	34	49	22	34	48	42	45	24	21
Contig102110_15506	21	18	20	17	8	17	26	17	25	28	56	23	33	43	47	47	28	24
Contig102110_15967	27	14	23	22	15	11	23	18	17	27	51	21	37	35	33	57	26	19
Contig102127_4210	18	15	24	19	21	12	22	21	21	16	28	16	25	30	29	24	25	21
Contig102127_4216	16	11	20	21	20	13	19	19	20	13	28	18	23	27	29	24	23	19
Contig102154_1990	9	20	18	26	11	12	14	16	23	16	13	19	27	26	10	29	16	22
Contig102154_2000	9	17	15	19	10	13	9	14	22	17	14	16	25	25	9	23	18	20
Contig102167_1630	11	5	13	13	11	7	11	10	14	25	16	11	18	23	20	19	14	14
Contig102182_1575	32	22	28	33	27	30	39	37	37	16	39	23	43	45	42	49	32	24
Contig102182_1579	33	25	31	32	29	31	40	35	34	17	36	20	40	43	37	46	29	25
Contig102182_1582	29	20	29	31	26	27	40	29	34	15	27	16	37	43	33	41	25	20
Contig102182_1589	22	14	22	21	18	18	25	20	24	12	19	13	24	29	23	26	22	17
Contig102182_1757	28	17	27	20	13	25	24	28	34	15	43	19	37	52	35	61	22	16
Contig102182_1776	37	31	38	37	23	33	38	38	46	28	47	28	46	47	44	51	33	31
Contig102182_1803	27	25	30	33	22	27	32	33	35	28	36	24	29	41	40	42	27	25
Contig102182_1856	23	21	21	21	17	19	27	21	28	23	26	17	27	34	31	36	24	15
Contig102182_1899	25	22	25	27	21	20	25	22	25	18	26	17	26	30	31	34	25	22
Contig102182_1901	28	22	25	29	21	22	23	24	28	20	27	16	32	36	32	34	26	22
Contig102182_1903	30	21	26	28	22	22	23	24	28	20	28	19	27	34	31	39	27	22
Contig102182_1905	29	21	29	28	23	23	24	24	29	20	25	19	32	36	33	40	29	22
Contig102182_1914	31	23	27	27	27	21	28	23	33	24	31	21	31	45	35	42	32	25
Contig102182_1917	32	22	28	28	26	21	27	23	32	21	31	22	29	45	37	42	32	24
Contig102182_2048	17	17	16	18	14	15	22	12	20	11	13	17	24	21	18	26	21	15
Contig102182_2062	15	16	16	19	15	16	20	13	18	11	14	17	22	23	19	26	23	15
Contig102196_721	20	17	19	15	15	15	20	10	34	30	21	20	40	34	24	29	27	22
Contig1022_7580	17	14	16	16	11	14	14	10	14	11	11	10	17	16	10	14	11	14
Contig102218_670	19	25	13	25	22	13	27	20	23	25	28	19	31	34	29	33	29	33
Contig102218_5346	19	8	19	21	19	12	19	21	26	30	39	14	32	34	34	38	29	12
Contig102218_5416	18	14	22	19	17	15	16	28	23	31	44	18	32	34	37	46	36	20
Contig102218_5426	18	17	28	22	20	16	15	34	26	44	51	21	39	42	32	52	40	29
Contig102218_5430	14	14	22	18	17	13	11	33	21	43	51	21	33	43	33	55	34	29
Contig102218_5485	17	14	17	18	11	12	24	22	17	19	41	15	29	38	30	35	19	14
Contig102218_5502	25	23	18	36	16	12	22	24	25	29	39	21	38	47	42	42	28	27
Contig102283_2100	13	13	17	18	9	11	16	15	15	15	14	11	19	21	17	20	16	13
Contig102283_2112	23	22	20	21	14	19	18	23	22	24	29	19	21	28	26	26	25	21
Contig102283_2118	22	23	21	17	11	16	18	21	22	26	30	19	22	24	28	26	26	19
Contig102297_2203	23	18	24	32	10	21	30	22	27	28	32	20	37	29	27	27	27	24
Contig102297_2977	34	31	44	38	27	28	49	35	49	35	44	26	51	53	45	49	42	40
Contig102297_2981	39	35	46	44	32	32	51	33	56	37	50	28	59	54	54	52	47	44
Contig102297_2998	27	21	25	25	20	22	27	23	29	22	31	16	34	29	28	31	24	26
Contig1023_14087	12	12	10	16	15	9	13	13	22	13	5	12	13	14	12	12	13	13
Contig102325_6424	30	22	18	25	13	12	25	22	24	34	43	15	33	36	40	41	25	20
Contig102325_6437	21	23	18	24	10	10	24	19	23	33	37	10	32	33	34	32	26	19
Contig102325_6461	19	18	21	21	13	15	19	25	20	27	28	16	30	39	36	38	27	23
Contig102325_6469	21	20	19	21	16	17	23	25	22	22	29	20	32	39	36	41	29	24
Contig102325_6909	16	14	20	17	13	18	19	13	25	16	14	20	27	24	25	28	14	24
Contig102325_6934	12	12	10	14	14	10	14	10	20	13	7	22	21	21	12	18	13	18
Contig102330_6860	16	16	18	16	20	16	22	17	15	25	13	10	24	13	12	19	18	22
Contig10234_2908	15	18	23	19	16	17	21	16	23	18	34	23	31	34	49	49	23	22
Contig10234_2914	13	19	26	18	20	18	23	18	24	17	35	22	28	41	44	47	25	19
Contig102378_967	14	23	19	25	17	9	25	22	26	21	25	16	22	32	29	22	30	22
Contig102394_2844	25	21	26	27	12	12	24	25	31	41	40	22	44	41	39	40	36	33
Contig102394_2860	29	13	25	26	12	12	16	15	31	26	28	17	35	30	30	31	23	20
Contig1024_1356	28	25	24	29	18	14	27	24	30	33	40	24	46	41	52	52	31	28
Contig1024_1363	28	30	28	28	25	18	34	27	35	38	41	32	57	53	60	49	36	31
Contig1024_6259	18	20	22	24	22	16	26	25	25	37	46	25	40	42	45	48	31	24
Contig1024_6303	20	13	15	22	10	9	15	20	18	26	25	14	29	38	30	33	23	26
Contig1024_6347	19	13	11	18	15	4	18	20	13	30	27	19	27	39	39	30	23	21
Contig1024_8625	17	14	16	23	10	13	17	24	21	19	5	20	22	24	14	14	15	17
Contig1024_10259	10	14	12	18	11	10	16	18	16	12	10	12	22	24	19	25	17	16
Contig1024_10262	10	15	14	19	13	12	22	19	18	14	12	14	23	29	23	27	23	18
Contig102459_524	16	14	11	10	8	14	13	10	13	10	13	12	17	17	16	17	7	22
Contig102459_539	14	19	12	14	11	16	15	7	19	19	14	18	23	14	20	17	13	23
Contig102480_47	16	40	26	38	30	37	42	35	27	15	38	31	26	31	49	23	22	45
Contig102480_78	18	22	20	20	25	24	26	23	20	14	24	21	17	25	25	24	17	25
Contig102518_6472	12	16	16	9	10	9	16	12	12	16	17	9	27	18	21	20	15	14
Contig102570_36	18	10	16	15	10	9	20	20	22	16	35	17	25	41	34	39	25	20
Contig102570_46	15	10	15	13	10	8	21	17	19	22	35	14	25	37	35	33	24	25
Contig102588_3842	16	15	17	22	17	13	19	22	22	30	21	22	19	27	34	31	21	20
Contig102588_3851	19	14	19	15	19	13	19	21	24	29	18	22	19	28	37	28	21	25
Contig10259_6222	19	13	18	17	17	8	19	21	18	16	11	11	24	33	26	28	22	23
Contig102652_2328	26	21	26	21	16	16	31	24	29	34	47	19	44	41	45	48	36	29
Contig102652_2344	25	18	19	23	17	15	26	22	26	42	48	18	44	39	50	47	33	28
Contig102652_2359	24	16	23	24	13	18	26	24	25	48	49	18	41	44	46	56	30	27
Contig102652_2370	20	13	15	19	11	16	19	20	26	43	36	16	36	39	36	41	24	22
Contig102652_2372	20	13	16	18	12	16	18	20	23	40	33	14	32	35	38	42	21	22
Contig102652_2593	21	16	22	22	12	9	27	19	24	23	32	18	36	38	37	37	18	22
Contig102652_2635	25	20	25	17	18	14	33	22	28	45	45	16	38	38	36	49	27	22
Contig102652_2673	27	24	24	30	13	20	34	28	33	39	38	23	41	48	46	49	28	25
Contig102652_2675	25	20	19	28	14	19	31	31	30	36	39	20	38	47	47	49	30	25
Contig102652_2701	22	23	22	27	16	15	27	21	24	29	43	16	36	41	43	53	28	24
Contig102652_2712	21	16	15	24	11	12	26	15	22	31	38	18	38	35	37	44	25	16
Contig102652_2714	16	13	17	25	11	10	25	17	20	30	37	17	34	32	34	38	24	16
Contig102652_2751	23	21	23	25	17	16	31	28	31	47	44	13	44	43	48	55	43	29
Contig102652_2784	27	18	23	24	19	15	31	24	21	42	44	19	36	44	37	43	27	25
Contig102652_2787	20	14	20	22	17	13	23	26	16	37	38	18	28	39	32	37	22	23
Contig102657_788	13	12	15	14	11	10	9	10	23	15	24	16	15	23	21	21	8	19
Contig102657_938	18	13	25	25	10	11	13	19	18	20	24	11	23	33	31	33	24	20
Contig102657_948	16	11	21	22	10	11	9	11	20	16	28	12	22	29	29	32	25	17
Contig10269_1483	12	11	10	9	11	9	25	13	14	11	11	14	17	17	22	22	24	22
Contig10269_1486	10	12	10	9	14	10	24	12	14	13	13	11	19	17	21	22	27	20
Contig10269_1492	13	10	10	10	12	7	20	8	13	12	12	7	18	15	20	19	23	16
Contig10269_1938	13	11	10	14	6	5	12	12	13	13	12	11	18	18	14	15	2	15
Contig10269_1953	23	16	16	22	11	11	25	17	21	24	23	16	35	39	23	34	2	21
Contig102698_260	19	16	26	21	13	15	19	12	18	35	38	19	29	40	39	31	25	17
Contig102698_319	18	12	15	18	12	10	12	9	13	23	33	12	36	38	29	33	18	20
Contig102698_326	17	12	10	14	15	10	13	6	15	29	29	8	30	32	28	28	13	21
Contig102698_330	20	16	15	17	16	10	14	10	18	31	33	11	33	34	33	31	14	23
Contig102698_333	20	17	14	16	18	12	15	9	18	34	34	14	35	34	33	32	15	25
Contig102698_1784	25	11	19	25	13	11	26	19	20	30	35	14	23	29	36	25	36	23
Contig102698_1809	27	14	32	32	14	14	28	25	25	48	57	23	41	42	52	51	44	31
Contig102698_1846	29	11	26	20	17	23	27	18	16	44	58	17	36	34	45	51	29	24
Contig102698_1850	27	8	26	22	20	24	27	17	18	45	50	16	35	37	46	44	29	21
Contig102698_1869	28	16	26	26	22	22	25	19	25	50	48	19	46	49	58	60	42	31
Contig102698_1885	25	18	22	24	17	18	23	15	24	43	52	17	44	49	49	55	52	33
Contig102698_1889	26	16	20	24	17	19	24	16	26	38	53	18	42	47	46	53	47	32
Contig102698_1893	19	19	20	27	16	16	22	19	20	31	51	17	41	42	43	48	41	31
Contig102698_1916	29	15	23	22	12	9	20	18	22	29	47	13	39	32	49	42	35	14
Contig102698_1936	33	18	32	28	13	15	25	22	22	39	58	14	41	39	54	47	40	20
Contig102698_1948	34	25	41	38	20	23	36	34	39	49	68	20	55	57	69	61	53	33
Contig102698_1966	33	24	40	31	21	25	35	25	36	47	64	23	50	47	63	66	53	30
Contig102698_1979	25	19	29	24	18	20	25	20	24	39	55	10	26	35	46	52	35	24
Contig102698_1987	17	13	21	20	16	14	19	21	16	28	47	6	20	33	42	46	30	21
Contig102698_2074	16	20	20	24	15	8	23	19	16	34	55	10	31	26	53	43	38	14
Contig102698_4924	15	13	13	14	19	14	16	15	18	25	11	13	22	17	13	10	14	26
Contig102733_266	23	18	10	17	14	17	17	13	20	31	22	16	26	26	27	19	28	28
Contig102733_313	22	18	15	25	15	20	19	17	23	26	27	18	25	31	44	29	30	31
Contig102733_328	21	20	20	25	15	21	20	19	26	36	25	24	31	41	42	28	28	28
Contig102733_457	20	19	28	25	20	15	24	29	31	43	35	18	44	48	43	34	33	33
Contig102733_486	25	16	19	22	16	17	22	18	28	39	54	14	35	44	46	40	33	29
Contig102733_490	24	15	17	23	14	22	24	16	23	35	52	15	30	42	44	44	27	26
Contig102733_736	23	12	17	26	18	12	25	18	14	35	49	11	42	43	60	50	38	24
Contig102733_787	20	18	20	19	11	13	23	18	21	35	48	9	32	25	34	41	24	21
Contig102733_790	22	16	18	19	10	13	21	19	19	36	50	11	35	24	33	37	23	23
Contig102772_5239	25	19	21	26	25	19	26	24	25	13	7	35	12	31	20	15	18	26
Contig102815_138	13	8	16	16	14	13	14	15	19	12	11	12	12	12	10	7	7	14
Contig102815_144	15	10	19	18	16	16	17	19	23	14	13	14	19	17	14	11	11	18
Contig102815_276	15	12	16	15	11	16	15	19	17	13	21	9	17	18	19	19	15	15
Contig102815_579	13	13	17	15	7	10	10	12	9	21	21	6	22	21	29	14	17	16
Contig102815_582	16	15	19	17	8	14	15	13	13	22	20	9	20	19	30	17	20	16
Contig102815_607	15	15	20	21	13	15	17	18	14	24	18	16	23	21	22	19	18	17
Contig102815_717	31	32	39	36	31	32	38	38	40	36	42	37	42	46	44	44	39	35
Contig102815_736	40	35	43	42	29	33	40	43	44	45	51	35	52	55	49	55	43	47
Contig102815_738	31	27	36	33	21	26	34	33	32	34	43	28	41	48	39	49	33	39
Contig102815_741	26	24	25	26	18	22	26	28	27	31	36	20	35	39	30	41	30	33
Contig102815_1152	42	43	42	37	37	43	41	38	49	35	35	43	53	40	43	42	43	48
Contig102815_1170	31	28	28	27	23	32	27	25	30	20	25	36	38	33	32	30	21	30
Contig102815_1558	31	24	30	31	29	28	37	28	33	35	44	30	32	38	38	38	38	32
Contig102815_1563	41	28	33	32	34	30	34	37	38	40	46	31	40	45	44	48	43	36
Contig102838_1119	15	18	16	15	13	19	20	16	21	18	15	15	19	21	18	21	17	18
Contig102838_1139	18	19	19	20	16	20	25	21	25	21	18	18	23	19	19	19	20	18
Contig102838_1462	44	48	38	40	42	45	51	41	42	41	25	31	48	49	39	47	34	40
Contig102838_1545	59	70	61	68	64	58	78	63	75	70	41	72	70	79	68	68	62	69
Contig102838_1580	31	29	29	34	35	30	34	33	34	32	17	29	34	34	34	31	30	34
Contig102838_1740	26	18	20	29	20	23	31	22	25	27	18	20	36	30	19	21	27	24
Contig102838_1747	23	15	18	24	19	20	22	21	22	24	18	15	30	26	18	18	21	21
Contig102838_1781	35	37	34	36	32	41	42	34	36	35	30	31	42	40	42	32	37	32
Contig102838_1795	54	64	60	64	57	60	73	61	56	60	58	52	69	60	67	66	60	57
Contig102838_1817	23	22	22	25	26	20	28	26	22	24	22	24	26	23	25	28	27	21
Contig102902_2091	64	33	33	41	3	27	16	56	43	14	10	7	59	67	42	59	10	36
Contig102994_469	24	22	26	24	22	14	28	26	20	39	44	23	36	39	39	40	31	27
Contig102994_476	20	18	19	20	16	10	22	20	19	31	33	18	32	33	32	34	24	23
Contig102994_639	22	19	25	28	16	15	32	28	32	52	56	18	46	42	50	51	52	27
Contig102994_648	20	19	24	22	15	11	26	21	29	48	53	18	43	39	39	43	47	26
Contig102994_661	22	21	27	23	12	11	25	25	29	39	47	20	44	45	44	42	39	24
Contig102994_666	22	18	28	20	9	13	27	24	30	34	41	21	41	39	42	44	36	25
Contig102994_679	26	21	25	23	10	15	34	24	28	45	41	22	44	49	49	51	40	28
Contig102994_681	25	20	24	25	9	16	32	23	27	42	41	19	36	47	48	49	39	25
Contig102994_767	27	23	26	25	22	15	32	32	24	46	50	24	46	42	55	47	41	32
Contig102994_804	24	25	21	31	13	17	27	25	30	41	42	16	36	34	47	41	43	26
Contig102994_811	29	28	25	37	15	18	34	27	39	46	52	16	40	42	60	46	47	33
Contig102994_838	17	14	18	19	12	13	23	20	18	39	31	12	34	28	33	27	27	19
Contig102998_1609	29	15	30	30	21	22	23	33	34	52	30	35	43	37	41	32	34	44
Contig102998_1953	20	13	19	15	15	10	19	19	17	19	23	16	21	23	22	21	18	22
Contig102998_1959	25	16	20	22	18	13	21	22	22	25	27	18	24	28	29	27	22	26
Contig102998_1972	19	8	14	16	13	8	15	17	17	18	20	13	18	22	23	19	18	19
Contig102998_2099	14	18	15	18	13	11	15	19	16	33	26	16	23	19	24	20	22	21
Contig102998_2108	14	16	15	18	11	10	17	19	14	28	25	15	23	18	25	18	22	19
Contig102998_2210	13	16	13	9	11	12	16	12	17	24	16	12	17	13	23	19	11	16
Contig102998_2221	15	15	15	11	13	13	19	14	15	22	20	14	22	17	22	21	20	18
Contig102998_2231	13	14	15	9	12	13	16	16	16	20	18	13	19	17	22	20	20	19
Contig103018_2289	12	13	18	16	9	11	16	10	21	25	20	10	19	28	27	18	19	15
Contig103019_999	21	15	23	20	12	10	19	16	17	23	12	14	30	23	33	25	29	20
Contig103019_1016	19	14	21	20	14	14	20	19	20	25	21	15	34	24	36	28	30	21
Contig103020_4894	22	15	20	24	15	22	26	14	34	31	44	17	20	37	46	37	35	16
Contig103020_4906	34	20	24	35	19	29	27	22	46	45	53	21	33	50	53	50	54	21
Contig103020_4916	33	20	26	36	19	23	26	24	51	44	44	24	38	52	49	50	53	20
Contig103052_3414	16	18	14	9	18	16	27	19	14	6	6	18	25	24	26	19	21	18
Contig103052_3417	17	21	14	10	19	14	26	17	14	6	7	17	28	24	22	20	21	15
Contig103096_1733	13	12	14	16	9	5	18	12	19	32	20	13	27	29	23	27	20	12
Contig103096_1818	20	14	27	22	12	13	20	20	26	25	30	17	30	40	42	47	22	20
Contig103096_1828	19	14	21	23	11	7	20	18	25	15	23	10	23	37	42	43	21	16
Contig1031_14644	21	19	23	22	18	14	21	25	27	29	27	21	35	23	33	36	31	35
Contig103147_8226	20	19	21	28	11	10	25	18	19	31	53	13	31	27	40	39	22	22
Contig103154_1973	16	25	28	22	12	13	23	22	25	36	34	20	46	30	12	43	30	34
Contig103180_67	16	17	20	14	13	6	19	23	17	26	49	21	39	40	35	48	17	27
Contig103180_79	18	18	16	22	16	10	20	17	26	44	53	19	38	40	31	49	20	23
Contig103180_99	19	13	18	21	12	13	22	15	25	38	60	17	36	48	22	49	22	17
Contig103186_2987	21	15	15	18	10	12	19	23	16	22	40	13	33	41	35	44	22	20
Contig103186_2999	18	14	18	20	8	13	21	19	16	23	43	16	25	47	39	39	27	23
Contig103186_3002	17	13	16	17	8	9	21	17	19	17	37	16	27	45	38	38	31	20
Contig103223_10912	18	17	15	17	17	15	17	10	15	15	16	18	16	18	19	19	17	17
Contig103223_10922	12	11	10	11	10	10	13	9	9	8	9	10	10	12	10	12	11	10
Contig103311_9896	13	10	8	11	10	13	11	8	14	12	10	9	17	30	25	23	6	16
Contig103363_101	26	18	32	31	14	19	23	27	30	42	56	10	47	45	51	49	26	31
Contig103363_107	24	19	28	29	17	15	24	23	26	42	57	12	46	47	47	50	23	29
Contig1034_23064	12	5	19	8	10	13	14	12	15	24	21	15	25	27	33	35	10	17
Contig1034_23109	12	13	13	12	9	10	14	5	19	18	21	14	36	27	30	23	14	18
Contig103405_149	15	12	14	16	11	5	18	20	18	17	27	13	31	31	34	31	19	22
Contig103405_154	15	14	14	20	10	5	16	19	15	23	28	7	32	31	37	30	21	22
Contig103405_170	14	15	17	22	17	8	21	19	17	13	30	19	41	42	38	39	28	23
Contig103405_214	16	18	19	23	11	10	20	15	21	28	20	14	28	34	31	38	23	11
Contig103455_4408	10	10	13	12	7	12	15	11	8	23	30	7	21	22	21	25	16	13
Contig103456_3111	17	14	21	10	11	18	18	15	16	26	30	10	18	34	34	30	19	17
Contig103456_3993	13	12	11	10	9	7	14	16	14	18	8	12	17	15	13	13	14	12
Contig103483_2610	15	13	11	10	16	12	15	12	17	11	12	15	15	14	15	10	9	15
Contig103503_7021	25	15	17	20	12	12	17	23	24	28	37	19	41	41	44	41	30	25
Contig103503_7028	23	17	17	28	17	8	22	28	24	35	39	21	44	44	47	50	36	27
Contig103503_7054	12	14	13	18	13	6	19	16	18	22	27	13	25	26	31	35	21	27
Contig103503_7067	18	14	16	20	15	5	15	14	17	23	28	16	27	30	40	36	20	21
Contig103503_7072	18	22	18	18	18	7	18	17	19	21	27	19	35	35	41	45	23	20
Contig10351_1020	17	16	18	26	14	13	22	16	26	35	40	20	33	28	40	48	26	24
Contig10351_1056	17	20	21	27	19	15	30	28	31	32	54	18	42	49	49	54	36	25
Contig10351_1105	28	19	15	32	10	16	24	24	28	44	53	27	34	33	45	44	32	25
Contig103542_1765	19	17	23	13	13	6	11	18	22	28	33	24	35	35	33	32	26	23
Contig103542_1813	13	17	16	14	4	5	17	16	27	35	40	22	32	34	40	25	32	20
Contig103587_385	15	17	22	17	14	10	16	18	18	25	24	13	27	26	27	28	22	18
Contig103587_652	33	26	21	21	26	23	37	33	27	33	48	32	44	53	45	52	33	35
Contig103596_5094	21	11	15	14	16	17	25	20	28	19	25	19	35	31	20	32	24	26
Contig103618_2452	13	12	22	20	6	9	18	19	14	27	39	9	30	37	49	36	31	23
Contig103618_2456	16	14	26	22	9	12	15	24	19	34	44	10	35	45	50	37	35	26
Contig103638_1789	17	21	22	34	13	19	17	18	24	27	12	19	27	24	28	16	25	22
Contig103638_1872	25	28	15	23	15	30	28	23	25	25	7	22	36	37	26	25	24	25
Contig103645_2496	21	17	19	20	23	23	27	21	21	15	7	23	18	15	13	18	13	15
Contig103645_4225	19	18	25	22	20	13	30	23	24	29	26	20	29	26	29	30	30	18
Contig103645_4302	16	10	19	19	16	10	23	13	18	21	26	10	22	25	28	28	20	18
Contig103645_4308	26	22	26	27	24	15	38	22	30	33	39	16	38	38	41	45	32	24
Contig103678_2404	12	22	10	17	15	18	20	10	21	14	7	22	14	11	15	13	9	20
Contig103686_523	17	9	12	16	14	6	23	10	18	8	32	8	24	17	21	26	13	15
Contig103727_7530	19	18	21	19	15	12	18	23	21	21	11	19	20	20	16	19	15	17
Contig103727_7533	26	22	26	22	18	15	25	25	31	26	18	21	27	27	22	24	18	19
Contig10373_231	30	21	30	30	28	25	27	23	16	19	39	16	31	47	44	44	28	16
Contig10373_235	26	18	29	30	27	24	27	22	17	19	34	14	30	43	42	47	29	16
Contig10373_367	27	18	30	15	15	21	18	18	14	16	31	20	35	29	34	38	27	19
Contig10373_373	28	24	34	26	19	23	24	23	18	16	33	24	46	40	41	51	31	26
Contig10373_375	29	25	40	26	18	24	25	25	19	18	38	25	49	45	45	55	33	27
Contig10373_404	38	31	45	33	37	30	36	27	36	31	49	38	51	53	47	62	46	44
Contig10373_609	27	23	28	27	18	29	26	23	13	14	13	28	24	41	26	36	29	17
Contig10373_619	19	17	19	20	17	22	21	18	9	10	10	24	16	30	26	32	23	16
Contig103771_378	11	21	34	17	28	9	32	16	35	40	34	19	29	21	30	26	23	19
Contig103771_386	9	23	38	14	26	5	31	15	34	41	26	15	27	24	38	20	25	17
Contig103771_393	13	23	38	15	26	6	33	18	40	45	34	10	32	28	44	27	26	18
Contig103771_456	19	20	17	21	12	17	20	16	25	31	23	20	26	25	23	24	13	19
Contig103814_2263	21	16	17	17	12	12	22	22	23	35	19	13	30	34	32	21	20	21
Contig103883_11258	25	21	24	20	25	9	27	16	14	37	3	15	29	29	16	21	13	29
Contig103883_11409	27	26	27	19	33	18	34	23	22	20	6	22	21	26	20	19	10	34
Contig103951_3406	34	28	37	38	32	37	43	32	56	27	34	44	43	53	38	43	33	45
Contig103951_3521	22	20	21	21	18	17	23	18	22	23	20	20	21	29	25	24	20	26
Contig103951_3926	28	16	18	30	12	20	28	21	22	32	32	28	42	42	49	49	31	23
Contig103977_4534	9	11	15	10	11	7	10	14	13	16	17	7	20	15	22	19	12	5
Contig104009_1457	19	14	24	21	17	10	24	24	29	32	28	14	40	25	35	33	29	24
Contig104009_1529	20	20	21	23	15	18	21	16	26	37	17	19	32	28	34	36	34	25
Contig104009_1544	15	14	18	21	15	15	17	17	26	34	15	16	25	21	27	26	31	15
Contig104009_1547	16	15	19	19	15	14	19	18	25	35	15	14	24	22	23	31	29	13
Contig104029_1208	12	12	11	13	15	13	8	17	22	23	11	21	22	20	19	20	21	22
Contig104029_1263	18	16	15	16	16	13	14	19	22	18	24	16	23	26	26	25	20	21
Contig104047_660	21	18	14	23	17	12	19	23	28	20	16	18	27	29	30	25	29	21
Contig104047_674	26	17	15	21	12	20	22	24	29	19	17	12	27	35	32	30	28	30
Contig104047_716	17	24	13	16	18	14	22	21	20	25	21	12	26	32	24	28	21	25
Contig104047_789	24	18	19	22	18	18	26	20	29	26	19	16	32	39	36	37	27	19
Contig104047_800	23	22	23	23	21	20	28	24	26	31	27	17	30	41	44	40	29	18
Contig104047_807	29	20	27	32	22	21	32	24	30	42	28	25	34	43	47	41	33	27
Contig104047_819	31	24	37	35	19	27	31	31	31	40	35	28	36	43	52	36	39	31
Contig104047_854	22	17	23	20	18	19	23	20	27	32	19	22	29	32	33	29	27	28
Contig104047_859	21	17	22	18	21	19	21	18	28	27	19	19	27	32	27	27	25	19
Contig104064_2670	18	19	14	21	18	4	22	16	16	20	9	20	24	25	21	21	13	29
Contig104064_2685	14	12	15	15	15	7	20	18	15	18	6	18	21	20	22	23	18	21
Contig104139_12	21	28	27	28	15	19	23	23	30	25	15	29	27	24	21	21	23	25
Contig104145_10236	19	21	21	13	12	11	18	20	18	25	39	8	20	36	42	41	27	10
Contig104145_10241	17	25	26	15	12	14	20	20	22	29	44	12	22	42	48	48	31	14
Contig104145_10248	17	23	20	17	9	11	18	19	21	31	39	8	24	40	48	48	28	16
Contig104145_10261	18	16	15	16	9	7	19	12	21	30	43	10	22	32	38	45	23	12
Contig104145_15381	14	20	11	9	11	10	18	6	17	11	5	18	17	21	9	17	21	14
Contig104145_15392	19	26	16	9	12	10	25	12	21	14	3	22	18	29	13	17	26	18
Contig104145_15413	11	16	12	10	8	8	14	12	14	15	2	14	10	21	10	8	19	13
Contig104145_17143	17	17	15	10	15	8	8	15	16	13	3	14	18	21	17	19	13	11
Contig104149_4763	8	15	12	13	10	6	16	13	23	22	34	13	19	31	28	30	23	22
Contig104178_12456	16	15	17	16	15	19	16	15	23	12	10	14	21	21	19	18	21	21
Contig104198_7100	32	10	18	17	8	11	22	28	21	15	24	11	23	27	32	26	16	17
Contig104198_11805	19	15	18	17	18	7	22	17	18	22	30	14	28	38	36	37	26	23
Contig104198_11872	16	17	12	15	14	10	12	13	9	19	22	9	25	24	25	29	18	15
Contig104198_11990	8	17	14	11	11	10	15	6	18	12	12	10	14	21	13	14	10	10
Contig104217_982	12	13	15	19	14	11	15	16	12	28	5	13	12	9	25	26	21	17
Contig104288_1072	16	19	22	24	16	11	24	17	32	36	49	14	38	41	45	40	36	17
Contig104288_1089	22	18	23	27	14	17	25	24	29	39	39	16	40	38	47	47	32	24
Contig104288_1096	22	17	17	25	15	14	19	25	24	37	31	16	36	36	41	41	31	24
Contig104288_1113	24	25	19	20	20	15	24	20	21	37	41	17	40	45	43	49	32	21
