contig,pos,a,b,fst
Contig136222,969,0.003,0.055,0.0535714285714286
Contig136655,1477,0,0.013,0
Contig136663,2565,0,0.118,0
Contig136663,2587,0.004,0.066,0.0597014925373134
Contig137,45698,0.183,0.507,0.360236220472441
Contig137374,730,0.003,0.125,0.0238095238095238
Contig137426,806,0.029,0.471,0.0614406779661017
Contig137461,576,0.003,0.056,0.0526315789473684
Contig137461,587,0,0.021,0
Contig137461,596,0.017,0.131,0.128787878787879
Contig137606,8479,0.018,0.484,0.0371134020618557
Contig137919,2145,0.033,0.226,0.145374449339207
Contig137919,2148,0.002,0.077,0.0256410256410256
Contig137919,2166,0,0.174,0
Contig137919,2169,0.006,0.078,0.0759493670886076
Contig137929,635,0.006,0.126,0.047244094488189
Contig137940,1541,0.004,0.166,0.0239520958083832
Contig137940,1548,-0.001,0.241,-0.00413223140495868
Contig137951,817,0.001,0.473,0.00210970464135021
Contig138026,646,0.009,0.097,0.0918367346938775
Contig138111,5685,-0.002,0.499,-0.004
Contig138111,5702,0.001,0.044,0.0222222222222222
Contig138115,4062,0.164,0.537,0.304832713754647
Contig1382,13507,0,0.009,0
Contig1382,13529,0.103,0.419,0.245238095238095
Contig1382,13534,0.104,0.42,0.247030878859857
Contig138316,1430,0.258,0.509,0.505882352941176
Contig138316,1431,0.003,0.083,0.0357142857142857
Contig138316,1449,0,0.021,0
Contig138316,1452,0.258,0.509,0.505882352941176
Contig138344,4631,0.001,0.239,0.00416666666666667
Contig138344,4649,0,0.055,0
Contig13838,1198,-0.001,0.265,-0.0037593984962406
Contig13838,1209,0.015,0.315,0.0474683544303797
Contig138457,2193,0.015,0.407,0.0367647058823529
Contig138457,2204,0.039,0.387,0.100515463917526
Contig138504,554,0,0.009,0
Contig138563,413,0.014,0.422,0.033096926713948
Contig138622,3752,0.004,0.061,0.0645161290322581
Contig139,55166,0.003,0.419,0.00714285714285714
Contig139,59331,0,0.018,0
Contig139,59346,0.022,0.166,0.131736526946108
Contig139,59352,0,0.035,0
Contig139018,1339,0,0.45,0
Contig139018,1363,0,0.001,0
Contig139034,1047,0.003,0.078,0.0379746835443038
Contig139158,1022,0,0.009,0
Contig139170,1436,0.001,0.126,0.0078740157480315
Contig139210,884,0,0.011,0
Contig139210,906,0.006,0.488,0.0122699386503067
Contig139210,908,0.006,0.488,0.0122699386503067
Contig139290,2178,0,0.012,0
Contig139483,3327,0,0.001,0
Contig139623,484,0.001,0.253,0.00393700787401575
Contig139664,1034,0,0.041,0
Contig139691,729,0.002,0.077,0.0256410256410256
Contig139691,736,0.002,0.077,0.0256410256410256
Contig13988,2564,0.062,0.25,0.247011952191235
Contig13991,6252,0,0.009,0
Contig13991,6276,0,0.009,0
Contig140004,1628,0.029,0.27,0.107011070110701
Contig140004,1676,0.006,0.096,0.0618556701030928
Contig140004,1701,0.008,0.294,0.0271186440677966
Contig140413,2943,0.047,0.219,0.213636363636364
Contig140710,864,0.003,0.078,0.0379746835443038
Contig140954,744,0.018,0.372,0.0482573726541555
Contig141071,767,0.003,0.115,0.0258620689655172
Contig141357,1254,0,0.009,0
Contig141380,1272,0,0.094,0
Contig141380,1275,0.001,0.166,0.00598802395209581
Contig141435,1188,0.01,0.362,0.0275482093663912
Contig141438,3216,0.032,0.374,0.0853333333333333
Contig141438,5227,0,0.018,0
Contig141622,1275,0.004,0.417,0.00956937799043062
Contig141789,4026,0.002,0.044,0.0444444444444444
Contig141789,4046,0.003,0.257,0.0116279069767442
Contig142,40381,0.011,0.121,0.0901639344262295
Contig142,43350,0.027,0.168,0.159763313609467
Contig142254,2517,0.002,0.086,0.0229885057471264
Contig142254,4709,0.012,0.159,0.075
Contig142315,658,0,0.184,0
Contig142318,1605,0,0.035,0
Contig142318,1608,0,0.035,0
Contig142318,1615,0.017,0.131,0.128787878787879
Contig142481,2671,0,0.006,0
Contig142633,710,0.025,0.454,0.0549450549450549
Contig142643,4264,0,0.019,0
Contig142643,4269,0.003,0.018,0.157894736842105
Contig1429,23473,0.05,0.405,0.123152709359606
Contig142911,478,0.007,0.483,0.0144628099173554
Contig142911,479,0.007,0.483,0.0144628099173554
Contig142911,496,0.016,0.128,0.124031007751938
Contig142931,5008,0.001,0.026,0.037037037037037
Contig143174,2346,0.002,0.044,0.0444444444444444
Contig1433,3699,-0.001,0.441,-0.00226244343891403
Contig1433,3703,-0.001,0.441,-0.00226244343891403
Contig1433,4266,0.015,0.157,0.0949367088607595
Contig1433,4271,0.015,0.156,0.0955414012738853
Contig1438,11997,0.002,0.043,0.0454545454545455
Contig1439,17441,0.003,0.406,0.00737100737100737
Contig143927,14241,0.023,0.153,0.149350649350649
Contig144108,2269,-0.001,0.306,-0.00325732899022801
Contig144427,9763,0.001,0.116,0.00854700854700855
Contig144485,24411,0.037,0.374,0.0986666666666667
Contig144490,181,0.016,0.126,0.125984251968504
Contig144761,9839,0.033,0.184,0.178378378378378
Contig14488,199,0,0.009,0
Contig14488,203,0.001,0.071,0.0138888888888889
Contig144900,2814,0.011,0.121,0.0901639344262295
Contig144900,2834,0.007,0.102,0.0679611650485437
Contig144976,5531,0.006,0.082,0.072289156626506
Contig145166,1634,0.015,0.431,0.0347222222222222
Contig145166,1656,0.026,0.449,0.0577777777777778
Contig145173,4140,-0.001,0.356,-0.00280112044817927
Contig145173,4162,0,0.001,0
Contig145216,5455,0.007,0.086,0.0804597701149425
Contig145242,87,0.004,0.205,0.0194174757281553
Contig145351,1135,0.002,0.059,0.0333333333333333
Contig145404,3243,0.032,0.33,0.0966767371601208
Contig145404,3263,0.01,0.117,0.0847457627118644
Contig145810,4754,-0.001,0.295,-0.00337837837837838
Contig145810,4761,0.004,0.256,0.0155642023346304
Contig14605,973,0.001,0.032,0.0303030303030303
Contig146058,763,0.004,0.19,0.0209424083769634
Contig146123,3673,0.04,0.202,0.197044334975369
Contig146128,263,0.004,0.102,0.0388349514563107
Contig146128,280,0,0.002,0
Contig146128,283,0.031,0.33,0.0936555891238671
Contig146166,1235,0.006,0.126,0.047244094488189
Contig146278,412,0.008,0.233,0.0341880341880342
Contig146278,435,0.008,0.231,0.0344827586206897
Contig146289,2578,0.003,0.458,0.0065359477124183
Contig146366,777,0.011,0.152,0.0718954248366013
Contig1464,9852,0.278,0.614,0.452032520325203
Contig1464,9861,0,0.019,0
Contig146584,261,0.017,0.288,0.0588235294117647
Contig146607,773,0.004,0.061,0.0645161290322581
Contig146624,2128,0.015,0.125,0.119047619047619
Contig146661,2672,0.005,0.072,0.0684931506849315
Contig146827,41,-0.001,0.378,-0.00263852242744063
Contig146827,49,0.012,0.114,0.104347826086957
Contig146827,50,0.109,0.402,0.270471464019851
Contig147192,6295,0,0.035,0
Contig147218,2136,0.017,0.422,0.0401891252955083
Contig147494,1890,0.001,0.025,0.0384615384615385
Contig1476,29579,0.004,0.064,0.0615384615384615
Contig147962,294,0.281,0.63,0.445324881141046
Contig148033,1094,0.022,0.167,0.130952380952381
Contig148105,16546,0.002,0.042,0.0465116279069767
Contig148105,16549,0,0.038,0
Contig148105,16550,0.009,0.177,0.050561797752809
Contig148105,16558,0.002,0.121,0.0163934426229508
Contig148105,16572,0,0.02,0
Contig148170,6836,0,0.009,0
Contig1484,17501,0.007,0.088,0.0786516853932584
Contig148758,670,0,0.216,0
Contig148810,583,0.072,0.421,0.170616113744076
Contig148810,587,0.011,0.106,0.102803738317757
Contig148953,620,0.026,0.455,0.0570175438596491
Contig149,34577,0.03,0.281,0.106382978723404
Contig1491,9595,0.002,0.084,0.0235294117647059
Contig1491,14406,0.141,0.493,0.285425101214575
Contig149134,2828,0,0.083,0
Contig14923,1574,0.049,0.336,0.14540059347181
Contig14923,1583,0.001,0.071,0.0138888888888889
Contig149440,475,0.007,0.482,0.0144927536231884
Contig149483,867,0,0.009,0
Contig149483,892,0.006,0.236,0.0253164556962025
Contig149539,452,0.024,0.201,0.118811881188119
Contig149539,453,0.024,0.201,0.118811881188119
Contig14959,728,0.002,0.093,0.0212765957446809
Contig14959,735,0.006,0.346,0.0172910662824208
Contig149688,455,0.007,0.088,0.0786516853932584
Contig149688,466,0.002,0.05,0.0392156862745098
Contig149777,2208,0.006,0.096,0.0618556701030928
Contig150,38020,0,0.222,0
Contig150092,2418,0,0.003,0
Contig150092,2421,0,0.001,0
Contig150092,2422,0,0.004,0
Contig150092,2425,0,0.007,0
Contig150092,2446,0,0.018,0
Contig150092,2447,0.012,0.122,0.0975609756097561
Contig1502,7117,0,0.018,0
Contig150483,9139,0.001,0.129,0.00769230769230769
Contig150730,625,0.015,0.123,0.120967741935484
Contig150730,642,0.24,0.571,0.41958041958042
Contig150795,4642,0.154,0.519,0.296153846153846
Contig1519,525,0.251,0.625,0.400958466453674
Contig15206,17833,0.002,0.321,0.0062111801242236
Contig15292,9540,0.008,0.401,0.0199004975124378
Contig15329,4337,0.001,0.026,0.037037037037037
Contig153403,51,0.001,0.041,0.0238095238095238
Contig153403,63,0.073,0.297,0.24496644295302
Contig153403,66,0.002,0.411,0.00485436893203884
Contig15372,15390,-0.001,0.486,-0.00205338809034908
Contig15372,15415,0.002,0.278,0.00716845878136201
Contig15379,6378,0.014,0.167,0.0833333333333333
Contig15379,6404,0.014,0.167,0.0833333333333333
Contig15404,4694,0.013,0.146,0.0884353741496599
Contig15404,4700,0.004,0.063,0.0625
Contig15404,5802,0,0.004,0
Contig15409,9458,0.014,0.338,0.0412979351032448
Contig1545,7852,0.023,0.155,0.147435897435897
Contig154574,3367,0,0.001,0
Contig1546,2573,-0.001,0.396,-0.00251889168765743
Contig1546,2577,0.001,0.035,0.0277777777777778
Contig154729,1015,0.012,0.202,0.0591133004926108
Contig154759,697,0.009,0.096,0.0927835051546392
Contig154768,13423,0,0.312,0
Contig15478,21895,0,0.061,0
Contig15483,1251,0.002,0.052,0.0377358490566038
Contig15483,1255,0.004,0.352,0.0113314447592068
Contig154960,13,0,0.065,0
Contig155,16507,0.064,0.339,0.188235294117647
Contig155,18591,0.024,0.173,0.137931034482759
Contig1550,9257,0,0.011,0
Contig1550,9270,0.011,0.256,0.0428015564202335
Contig15505,3175,0.007,0.39,0.0179028132992327
Contig155112,3714,0.005,0.073,0.0675675675675676
Contig155166,937,0.013,0.491,0.0264227642276423
Contig155219,5225,0.001,0.04,0.024390243902439
Contig155600,6701,0,0.009,0
Contig15562,10802,0.006,0.128,0.0465116279069767
Contig155938,1824,0.001,0.04,0.024390243902439
Contig15595,16585,0.035,0.221,0.157657657657658
Contig15595,36398,0.002,0.146,0.0136054421768707
Contig155975,1589,0,0.009,0
Contig156012,2593,0.026,0.259,0.1
Contig15616,9010,0.116,0.558,0.207513416815742
Contig1565,3330,0,0.108,0
Contig15656,1832,0.002,0.044,0.0444444444444444
Contig15656,1860,0,0.204,0
Contig15656,1861,0.001,0.035,0.0277777777777778
Contig156710,385,0.037,0.287,0.128472222222222
Contig156710,392,0.001,0.038,0.0256410256410256
Contig156945,2476,0.001,0.025,0.0384615384615385
Contig156945,2477,0.001,0.025,0.0384615384615385
Contig157,35424,0,0.342,0
Contig157107,2179,0.004,0.061,0.0645161290322581
Contig157312,53,0.003,0.056,0.0526315789473684
Contig15733,63837,0.024,0.241,0.0991735537190083
Contig15737,2200,0,0.115,0
Contig15737,2210,0,0.115,0
Contig157554,693,0.056,0.524,0.106666666666667
Contig15758,31776,-0.001,0.195,-0.00510204081632653
Contig15768,1112,0,0.043,0
Contig15768,1113,0,0.043,0
Contig157745,2848,0.047,0.234,0.2
Contig1579,4792,0.068,0.357,0.189944134078212
Contig157976,183,0,0.165,0
Contig157976,187,0.004,0.094,0.0421052631578947
Contig157976,189,0,0.018,0
Contig157976,207,0,0.044,0
Contig1580,575,0.002,0.077,0.0256410256410256
Contig15835,6671,0,0.009,0
Contig15835,6680,0,0.038,0
Contig15835,6682,0.002,0.044,0.0444444444444444
Contig15839,12281,0.027,0.189,0.142105263157895
Contig158484,568,0.002,0.377,0.00529100529100529
Contig158546,2505,0.001,0.029,0.0333333333333333
Contig1586,11366,0.018,0.47,0.0382165605095541
Contig158678,3336,0.008,0.091,0.0869565217391304
Contig158807,6921,0,0.022,0
Contig158807,6923,0.054,0.233,0.230769230769231
Contig158807,6924,0.02,0.228,0.0873362445414847
Contig158807,6934,0.008,0.188,0.0423280423280423
Contig15885,1679,0,0.018,0
Contig15885,1680,0.001,0.04,0.024390243902439
Contig15885,1690,0,0.132,0
Contig15885,33160,0.003,0.077,0.0384615384615385
Contig15885,33162,0.019,0.139,0.135714285714286
Contig15885,33168,0.003,0.077,0.0384615384615385
Contig15893,3054,0.008,0.278,0.028673835125448
Contig15893,3062,0.004,0.269,0.0148148148148148
Contig15905,6573,0,0.017,0
Contig159060,5898,-0.001,0.208,-0.00478468899521531
Contig159060,5916,-0.001,0.266,-0.00374531835205993
Contig15908,2221,0,0.002,0
Contig15910,14294,0,0.009,0
Contig15912,3089,0.09,0.418,0.214797136038186
Contig15920,38753,0.024,0.227,0.105263157894737
Contig15922,38797,0,0.018,0
Contig15922,38798,0,0.018,0
Contig15941,55464,0.008,0.189,0.0421052631578947
Contig15941,55483,0.003,0.129,0.0230769230769231
Contig15941,56675,0,0.076,0
Contig15941,56682,0.067,0.495,0.13508064516129
Contig15941,56683,0,0.018,0
Contig15960,36426,0.001,0.147,0.00675675675675676
Contig15960,36445,0,0.026,0
Contig15960,36447,0,0.024,0
Contig15964,14399,0,0.069,0
Contig15977,32262,0.029,0.358,0.0807799442896936
Contig16024,16954,0.025,0.159,0.15625
Contig160272,8332,0,0.009,0
Contig1604,14929,0.001,0.182,0.00546448087431694
Contig160559,3984,0.075,0.343,0.218023255813953
Contig16063,32110,0.034,0.518,0.0655105973025048
Contig1607,8412,0.093,0.353,0.26271186440678
Contig1607,8431,0.093,0.353,0.26271186440678
Contig1607,10243,0,0.051,0
Contig16072,11890,0,0.035,0
Contig16072,11901,0.001,0.035,0.0277777777777778
Contig16072,11903,0.061,0.507,0.12007874015748
Contig1608,4487,0.003,0.125,0.0238095238095238
Contig16083,13832,0,0.016,0
Contig16083,15887,0,0.009,0
Contig160996,5122,0.018,0.372,0.0482573726541555
Contig160996,5125,0,0.018,0
Contig160996,5141,-0.001,0.188,-0.00529100529100529
Contig161092,2930,0.016,0.144,0.110344827586207
Contig16118,17059,0.002,0.05,0.0392156862745098
Contig161403,964,0.111,0.54,0.205175600739372
Contig16148,22080,0.398,0.697,0.570200573065903
Contig1616,7153,0,0.009,0
Contig1616,7161,0,0.043,0
Contig1616,7418,0.002,0.044,0.0444444444444444
Contig161613,715,0.002,0.203,0.00980392156862745
Contig161613,723,-0.001,0.488,-0.00204498977505112
Contig161613,725,-0.001,0.153,-0.00649350649350649
Contig16187,30062,0.019,0.238,0.0794979079497908
Contig16187,30078,0.001,0.026,0.037037037037037
Contig16203,353,0.016,0.325,0.049079754601227
Contig1622,11449,0,0.109,0
Contig1622,11473,0.006,0.127,0.046875
Contig16224,3896,0.022,0.258,0.0849420849420849
Contig16224,3906,-0.002,0.455,-0.0043859649122807
Contig16224,10414,0.033,0.184,0.178378378378378
Contig162294,686,0.083,0.542,0.152854511970534
Contig162294,692,0.112,0.384,0.290909090909091
Contig162294,703,0,0.01,0
Contig16234,554,0,0.061,0
Contig16263,19558,0.024,0.23,0.103896103896104
Contig162753,27,0.003,0.078,0.0379746835443038
Contig162753,32,0.032,0.417,0.076555023923445
Contig163,9330,0,0.018,0
Contig163,9347,0,0.122,0
Contig163159,393,0.003,0.275,0.0108695652173913
Contig16324,429,0.039,0.468,0.0831556503198294
Contig16336,144,0.006,0.264,0.0226415094339623
Contig16351,18338,0.007,0.297,0.023489932885906
Contig163586,5048,0.003,0.055,0.0535714285714286
Contig16386,27724,0.001,0.039,0.025
Contig16387,14557,0.206,0.588,0.34974533106961
Contig163926,2600,0.019,0.212,0.0892018779342723
Contig163926,2603,0.019,0.212,0.0892018779342723
Contig163975,7172,0,0.065,0
Contig16410,3611,0.003,0.056,0.0526315789473684
Contig164453,1271,0.082,0.336,0.243323442136499
Contig16446,19198,0.001,0.026,0.037037037037037
Contig16446,19209,0.108,0.498,0.216432865731463
Contig16451,6689,0.001,0.026,0.037037037037037
Contig164648,3213,0.006,0.079,0.075
Contig164648,3225,0.007,0.498,0.0140280561122244
Contig164653,325,0.042,0.51,0.0821917808219178
Contig164884,622,0.003,0.057,0.0517241379310345
Contig164884,640,0.001,0.07,0.0140845070422535
Contig164884,646,0.005,0.091,0.0543478260869565
Contig16513,3965,0.004,0.064,0.0615384615384615
Contig16525,36625,0.072,0.5,0.143712574850299
Contig16525,36633,0.001,0.035,0.0277777777777778
Contig165255,2452,0,0.002,0
Contig165303,876,0,0.009,0
Contig165306,6935,0,0.054,0
Contig165308,2032,0.029,0.423,0.0683962264150943
Contig16564,18588,0.004,0.066,0.0597014925373134
Contig16564,18598,0.068,0.335,0.202380952380952
Contig16564,18602,-0.002,0.468,-0.00426439232409382
Contig16564,18608,0.002,0.061,0.032258064516129
Contig165664,251,0.002,0.076,0.025974025974026
Contig1657,22415,0.002,0.051,0.0384615384615385
Contig165713,66,0,0.026,0
Contig16589,2025,0.018,0.371,0.0483870967741935
Contig166055,686,0.001,0.026,0.037037037037037
Contig166055,690,0.001,0.026,0.037037037037037
Contig16630,3922,0,0.276,0
Contig16632,6908,0.002,0.044,0.0444444444444444
Contig16632,6924,-0.002,0.444,-0.00449438202247191
Contig1664,27704,0.023,0.36,0.0637119113573407
Contig16668,80867,0.033,0.198,0.165829145728643
Contig166904,696,0.147,0.556,0.263913824057451
Contig167071,1138,0.002,0.069,0.0285714285714286
Contig16708,26202,0,0.376,0
Contig167127,1302,0.001,0.411,0.00242718446601942
Contig167138,408,0.003,0.204,0.0146341463414634
Contig167362,1057,0.005,0.093,0.0531914893617021
Contig1674,8390,0.035,0.203,0.17156862745098
Contig167447,386,0,0.001,0
Contig167545,2547,-0.001,0.463,-0.0021551724137931
Contig167750,2781,0,0.001,0
Contig167750,2783,0,0.002,0
Contig167750,2790,0.214,0.58,0.368330464716007
Contig167774,341,0.041,0.453,0.0903083700440529
Contig167774,343,0.002,0.307,0.00649350649350649
Contig1680,5704,0.061,0.306,0.198697068403909
Contig168159,934,-0.001,0.388,-0.0025706940874036
Contig168159,937,-0.001,0.289,-0.00344827586206897
Contig168159,943,-0.002,0.404,-0.00493827160493827
Contig1683,5997,0,0.027,0
Contig16833,24309,0.063,0.533,0.117977528089888
Contig168388,1370,0.013,0.374,0.0346666666666667
Contig168459,1930,0.002,0.044,0.0444444444444444
Contig168459,1933,0.001,0.168,0.00591715976331361
Contig16885,19589,0.002,0.315,0.00632911392405063
Contig16894,524,0.154,0.493,0.311740890688259
Contig16894,531,0.004,0.333,0.0119760479041916
Contig168959,19,0,0.019,0
Contig169,814,0.004,0.373,0.0106951871657754
Contig1691,1786,0.004,0.268,0.0148698884758364
Contig16916,28878,0.001,0.035,0.0277777777777778
Contig16916,28884,0.184,0.449,0.408888888888889
Contig16934,18066,0.005,0.086,0.0574712643678161
Contig169393,342,0.026,0.509,0.0509803921568627
Contig16958,18686,0,0.068,0
Contig16967,4220,-0.001,0.313,-0.00318471337579618
Contig169979,4965,0.001,0.08,0.0123456790123457
Contig17,36347,0.007,0.219,0.0318181818181818
Contig17004,12680,0.033,0.184,0.178378378378378
Contig17004,12682,0,0.016,0
Contig17022,794,0.002,0.085,0.0232558139534884
Contig17037,13121,0.001,0.026,0.037037037037037
Contig17037,16367,0.018,0.251,0.0714285714285714
Contig17037,16368,0.018,0.251,0.0714285714285714
Contig170462,1146,0,0.018,0
Contig170501,144,0.031,0.504,0.0613861386138614
Contig170567,524,0.013,0.37,0.0350404312668464
Contig17057,4018,0.033,0.312,0.105431309904153
Contig17057,42964,0,0.001,0
Contig170623,13964,0.006,0.081,0.0731707317073171
Contig170623,13973,0.024,0.34,0.0703812316715542
Contig170623,13974,0.013,0.313,0.0414012738853503
Contig170623,13985,-0.001,0.484,-0.00206185567010309
Contig170623,13986,0,0.082,0
Contig170627,746,0.047,0.219,0.213636363636364
Contig170627,756,0.004,0.064,0.0615384615384615
Contig17070,11466,0,0.024,0
Contig17070,11475,0.012,0.127,0.09375
Contig17070,11490,0.012,0.125,0.0952380952380952
Contig170776,921,0.002,0.085,0.0232558139534884
Contig1711,8869,0,0.009,0
Contig1713,25359,0,0.009,0
Contig17182,12917,0,0.044,0
Contig17182,12938,0,0.044,0
Contig171906,5720,0,0.003,0
Contig17195,1038,0.006,0.092,0.0645161290322581
Contig17225,8500,0.035,0.437,0.0799086757990868
Contig17225,8508,0.021,0.206,0.101449275362319
Contig17228,4734,0.015,0.126,0.118110236220472
Contig17228,4742,0.004,0.172,0.023121387283237
Contig17229,1390,0,0.068,0
