contig	start	start15	end15	end
Contig1697	1345	1738	3572	3965
Contig50334	6381	7604	13316	14539
Contig31388	1455	3684	14086	16315
Contig30923	21871	25029	39767	42925
Contig30923	1613	4646	18804	21837
Contig61643	14472	15794	21964	23286
Contig97433	3463	3511	3741	3789
Contig183529	1082	1163	1542	1623
Contig20122	26575	26643	26965	27033
Contig206440	1227	2415	7959	9147
Contig68965	8752	8788	8960	8996
Contig18816	2245	5761	22172	25688
Contig99523	7109	7196	7603	7690
Contig30180	747	859	1386	1498
Contig16870	895	2028	7321	8454
Contig66389	19734	19774	19963	20003
Contig167352	411	2235	10747	12571
Contig91985	3790	5120	11327	12657
Contig19372	12383	14204	22708	24529
Contig30149	3732	5832	15636	17736
Contig30149	17772	18656	22786	23670
Contig54960	5990	6073	6464	6547
Contig97108	505	1114	3962	4571
Contig28397	4833	7580	20402	23149
Contig28397	25081	26043	30538	31500
Contig28397	31455	32354	36555	37454
Contig19286	4405	4706	6113	6414
Contig116596	3416	3730	5196	5510
Contig15909	5686	7435	15600	17349
Contig56762	845	1633	5315	6103
Contig159091	14670	15210	17736	18276
Contig101152	3165	4890	12943	14668
Contig65965	482	514	667	699
Contig203656	257	463	1430	1636
Contig27826	7412	11637	31357	35582
Contig164484	6	101	546	641
Contig31019	3596	3987	5814	6205
Contig31019	13401	15053	22763	24415
Contig75133	4091	4529	6573	7011
Contig36155	11215	11551	13123	13459
Contig36155	32469	32933	35104	35568
Contig36476	7251	7750	10085	10584
Contig144000	187	277	698	788
Contig67988	9577	10943	17321	18687
Contig14312	1621	3142	10241	11762
Contig29967	4102	4226	4808	4932
Contig29967	5445	6037	8804	9396
Contig148170	5	663	3734	4392
Contig148170	5993	6525	9008	9540
Contig19986	24170	27257	41667	44754
Contig19986	6874	12143	36735	42004
Contig41041	452	2814	13840	16202
Contig16509	974	3176	13457	15659
Contig16509	28279	29486	35124	36331
Contig16509	19861	22339	33908	36386
Contig1013	21958	22182	23232	23456
Contig1013	18204	18422	19445	19663
Contig1013	7902	8276	10023	10397
Contig1013	16071	16287	17298	17514
Contig127	4773	8939	28383	32549
Contig82299	4540	4679	5333	5472
Contig83750	174	1195	5963	6984
Contig3655	2777	2805	2937	2965
Contig202423	1668	2309	5301	5942
Contig95343	4285	6090	14518	16323
Contig37200	3880	5078	10670	11868
Contig47456	86	933	4887	5734
Contig123271	9776	9973	10894	11091
Contig123271	2219	3294	8316	9391
Contig91672	1708	1944	3051	3287
Contig60177	316	1706	8198	9588
Contig82001	1	444	2512	2955
Contig43965	823	1720	5909	6806
Contig20596	16603	16921	18411	18729
Contig136680	8830	8875	9087	9132
Contig49714	55	691	3661	4297
Contig31581	1271	2155	6284	7168
Contig58262	11878	12056	12893	13071
Contig39353	1531	1646	2186	2301
Contig64111	7961	8847	12984	13870
Contig20043	14332	14993	18082	18743
Contig20043	30890	31122	32205	32437
Contig20043	15071	16648	24011	25588
Contig36309	1022	2946	11927	13851
Contig1300	26883	29271	40418	42806
Contig112792	4921	5802	9915	10796
Contig70771	2092	3704	11227	12839
Contig138014	1098	1747	4776	5425
Contig20644	771	1399	4336	4964
Contig20644	5113	5183	5510	5580
Contig20644	5859	7724	16433	18298
Contig32898	6317	8667	19639	21989
Contig32898	151	961	4741	5551
Contig211578	791	872	1256	1337
Contig42001	4082	4591	6970	7479
Contig22148	12572	12954	14739	15121
Contig22148	11703	11761	12034	12092
Contig113173	37	826	4513	5302
Contig30203	4277	5302	10089	11114
Contig30203	21728	21791	22090	22153
Contig30203	1392	4321	17996	20925
Contig52017	608	1643	6473	7508
Contig24235	37	1141	6298	7402
Contig32899	792	1076	2402	2686
Contig32899	8211	8273	8565	8627
Contig26458	3675	5642	14825	16792
Contig37270	138	1870	9958	11690
Contig70823	1038	1376	2959	3297
Contig102951	122	222	691	791
Contig198971	4521	4762	5892	6133
Contig181	2409	5255	18537	21383
Contig61848	1911	2440	4909	5438
Contig73095	167	576	2487	2896
Contig73095	3552	4143	6901	7492
Contig20842	15679	16410	19824	20555
Contig20842	220	2392	12533	14705
Contig112219	4297	4521	5571	5795
Contig43428	227	457	1532	1762
Contig3642	1096	2050	6504	7458
Contig41979	8175	9503	15706	17034
Contig70496	567	1250	4441	5124
Contig72254	909	1473	4107	4671
Contig107924	545	907	2601	2963
Contig29019	1296	1742	3827	4273
Contig31473	6073	8663	20750	23340
Contig19661	2251	2602	4243	4594
Contig71412	453	3402	17169	20118
Contig32034	9656	10772	15984	17100
Contig74296	14066	14133	14452	14519
Contig188354	2022	2378	4041	4397
Contig42355	4857	8903	27788	31834
Contig2467	6293	6805	9195	9707
Contig21533	1375	2450	7468	8543
Contig625248	269	369	839	939
Contig2635	12709	12973	14209	14473
Contig44843	1910	2752	6686	7528
Contig23533	19134	19622	21900	22388
Contig23533	5712	6951	12737	13976
Contig23533	14298	15142	19085	19929
Contig63758	14	896	5018	5900
Contig33383	24713	24755	24955	24997
Contig33383	36689	36718	36855	36884
Contig83664	1801	2159	3832	4190
Contig82230	1290	1832	4363	4905
Contig40048	997	3303	14070	16376
Contig20167	490	1765	7719	8994
Contig53219	377	2218	10812	12653
Contig141046	133	338	1300	1505
Contig128405	3599	4339	7795	8535
Contig46604	417	528	1047	1158
Contig46604	1410	1573	2340	2503
Contig27333	34923	36516	43953	45546
Contig47428	2052	2111	2391	2450
Contig145217	39	180	844	985
Contig48919	245	921	4082	4758
Contig61363	4645	5153	7526	8034
Contig24894	210	542	2097	2429
Contig2744	5936	7791	16448	18303
Contig35857	251	1230	5801	6780
Contig35857	12667	14248	21632	23213
Contig1242	41	2813	15751	18523
Contig1242	23659	26878	41900	45119
Contig4342	5328	8622	23998	27292
Contig101808	535	2007	8880	10352
Contig101808	7802	8426	11342	11966
Contig27444	17106	20011	33572	36477
Contig85131	192	337	1019	1164
Contig87768	1391	1545	2267	2421
Contig109839	4349	5485	10791	11927
Contig2078	1434	2370	6742	7678
Contig18599	119	1013	5188	6082
Contig31476	2874	4627	12808	14561
Contig58780	3785	3854	4176	4245
Contig133373	1847	1875	2007	2035
Contig27090	1141	1305	2075	2239
Contig74666	5124	5682	8288	8846
Contig74666	1374	1405	1556	1587
Contig74666	1157	1184	1310	1337
Contig173	19335	20489	25875	27029
Contig43661	1614	1963	3598	3947
Contig1547	16356	16693	18268	18605
Contig1547	28166	29257	34352	35443
Contig40880	2854	3004	3709	3859
Contig40880	3937	4032	4477	4572
Contig57407	629	1841	7498	8710
Contig141913	2336	3208	7279	8151
Contig27588	746	5681	28713	33648
Contig73555	4768	5719	10159	11110
Contig48558	8162	8538	10294	10670
Contig34576	33	293	1509	1769
Contig68387	2336	2409	2752	2825
Contig80098	571	902	2452	2783
Contig204644	1281	1473	2373	2565
Contig37855	22413	23137	26521	27245
Contig37855	12845	14277	20960	22392
Contig78760	1216	1369	2087	2240
Contig198581	205	252	474	521
Contig1059	23816	25130	31264	32578
Contig7796	16	175	922	1081
Contig43012	3123	4329	9957	11163
Contig79047	1	1400	7931	9330
Contig133858	15	676	3764	4425
Contig19094	6579	7239	10324	10984
Contig60999	19	2498	14068	16547
Contig24831	450	4331	22448	26329
Contig1784	2766	6204	22252	25690
Contig21267	1905	2869	7368	8332
Contig166804	5368	6253	10383	11268
Contig62140	3254	3345	3773	3864
Contig119419	1434	1606	2412	2584
Contig22822	117	679	3307	3869
Contig22822	10673	12660	21939	23926
Contig22822	51558	54705	69392	72539
Contig22822	6657	6796	7450	7589
Contig46073	1893	2072	2909	3088
Contig40810	3099	5851	18695	21447
Contig5311	81	785	4071	4775
Contig124945	223	293	620	690
Contig4872	4475	5660	11196	12381
Contig4872	18775	19719	24127	25071
Contig18102	26101	26577	28800	29276
Contig18102	11177	12559	19009	20391
Contig47631	1453	4239	17244	20030
Contig87712	123	492	2219	2588
Contig18417	1565	3134	10457	12026
Contig20491	4305	5957	13668	15320
Contig38252	33	2671	14983	17621
Contig16265	3632	4378	7863	8609
Contig51501	1335	1784	3881	4330
Contig51501	1329	1927	4722	5320
Contig33835	2731	5390	17805	20464
Contig33835	1108	1404	2787	3083
Contig100158	7827	8120	9493	9786
Contig208723	1777	2389	5245	5857
Contig23818	1354	1868	4272	4786
Contig37670	7585	8494	12742	13651
Contig54534	702	1905	7520	8723
Contig49475	4843	4901	5175	5233
Contig47069	4092	7650	24254	27812
Contig20975	3733	6796	21093	24156
Contig5293	851	2460	9972	11581
Contig47777	8283	10173	18993	20883
Contig47777	3353	5134	13451	15232
Contig19982	47	999	5445	6397
Contig28180	19050	19144	19585	19679
Contig1791	2333	4460	14388	16515
Contig126479	120	193	536	609
Contig1643	3320	4263	8665	9608
Contig1643	286	432	1118	1264
Contig81256	1918	2011	2450	2543
Contig135373	4986	5801	9605	10420
Contig35372	3547	4255	7562	8270
Contig35372	8803	11906	26388	29491
Contig35372	10483	12338	21000	22855
Contig2830	483	3760	19056	22333
Contig17237	412	706	2081	2375
Contig17237	3530	4340	8122	8932
Contig55061	817	1069	2247	2499
Contig55061	2560	4121	11411	12972
Contig108483	1861	2352	4644	5135
Contig122	25639	28375	41144	43880
Contig42779	8338	9368	14179	15209
Contig70810	102	809	4112	4819
Contig26132	17588	20451	33816	36679
Contig26132	13212	14221	18936	19945
Contig26132	21542	23487	32568	34513
Contig44559	77	786	4097	4806
Contig20462	595	649	907	961
Contig20462	267	305	485	523
Contig93934	183	637	2758	3212
Contig58842	2848	3715	7765	8632
Contig136409	311	940	3880	4509
Contig15667	428	488	772	832
Contig37192	4368	5388	10154	11174
Contig52795	997	2742	10889	12634
Contig30601	230	1347	6561	7678
Contig47469	4651	4696	4911	4956
Contig98	2535	3864	10069	11398
Contig98	36020	37740	45770	47490
Contig98	13288	18240	41354	46306
Contig37885	687	964	2258	2535
Contig17800	6724	7537	11337	12150
Contig806	9391	11639	22136	24384
Contig806	5210	5844	8809	9443
Contig49098	392	2342	11446	13396
Contig43447	1824	3583	11796	13555
Contig32905	21002	22975	32184	34157
Contig32905	16338	18236	27094	28992
Contig34352	97	4120	22898	26921
Contig34352	23877	25876	35205	37204
Contig37464	1486	1720	2816	3050
Contig21911	498	582	974	1058
Contig25365	9262	9506	10650	10894
Contig380349	705	776	1111	1182
Contig54761	3107	4960	13613	15466
Contig27974	5654	5751	6205	6302
Contig27974	5169	5220	5458	5509
Contig1047	14148	16379	26796	29027
Contig48734	545	1335	5024	5814
Contig134736	1483	1564	1945	2026
Contig1574	1936	5316	21091	24471
Contig34372	1686	2296	5148	5758
Contig34372	8867	10205	16453	17791
Contig16377	8793	9271	11504	11982
Contig26904	9474	11821	22774	25121
Contig26904	5673	6201	8671	9199
Contig8551	240	935	4182	4877
Contig1181	16	570	3158	3712
Contig99767	2257	2419	3177	3339
Contig17603	57580	59092	66153	67665
Contig17603	37068	40007	53726	56665
Contig17603	9307	12591	27918	31202
Contig17603	31629	32439	36219	37029
Contig15889	188	508	2003	2323
Contig15889	16038	17810	26082	27854
Contig85059	477	2164	10038	11725
Contig234357	2025	2308	3630	3913
Contig3481	7712	7871	8616	8775
Contig41728	13273	13734	15890	16351
Contig41728	4490	4916	6904	7330
Contig88687	99	1052	5500	6453
Contig19646	40779	42112	48338	49671
Contig154529	161	489	2020	2348
Contig27904	507	661	1382	1536
Contig54536	6903	8875	18081	20053
Contig28586	551	1449	5641	6539
Contig28586	8303	9815	16873	18385
Contig32378	8488	9668	15175	16355
Contig45312	886	2064	7565	8743
Contig32841	9264	10870	18365	19971
Contig32841	23860	24191	25739	26070
Contig139849	821	1112	2472	2763
Contig630641	563	1342	4983	5762
Contig46270	3488	4227	7678	8417
Contig19010	3531	3676	4357	4502
Contig31124	1946	2565	5459	6078
Contig38294	7314	9239	18228	20153
Contig40850	11301	12454	17839	18992
Contig3754	1514	1647	2268	2401
Contig3754	12647	12768	13339	13460
Contig106684	948	2594	10278	11924
Contig82398	3539	3794	4985	5240
Contig35394	552	933	2712	3093
Contig71230	5237	6872	14505	16140
Contig45181	626	1724	6849	7947
Contig47982	8176	8512	10081	10417
Contig37954	1129	3346	13692	15909
Contig37954	18137	18623	20893	21379
Contig37954	7699	8840	14167	15308
Contig5755	2644	3203	5816	6375
Contig109866	12110	12208	12670	12768
Contig109866	4972	5614	8616	9258
Contig5523	1654	2154	4493	4993
Contig29219	895	1676	5324	6105
Contig17559	158	1646	8593	10081
Contig84514	3	479	2701	3177
Contig515953	6	253	1409	1656
Contig55580	1981	2452	4652	5123
Contig26220	3583	5911	16778	19106
Contig27975	764	974	1956	2166
Contig38546	25399	26007	28845	29453
Contig38546	7822	9098	15058	16334
Contig110260	861	1517	4582	5238
Contig5822	398	1010	3868	4480
Contig26723	79	215	854	990
Contig37863	12305	15037	27787	30519
Contig151443	1092	1158	1468	1534
Contig56777	358	1624	7533	8799
Contig27692	28576	28847	30115	30386
Contig11653	20	204	1067	1251
Contig20148	1583	3814	14231	16462
Contig144526	720	1233	3630	4143
Contig144526	277	309	460	492
Contig2974	1771	2502	5917	6648
Contig2974	8703	8825	9400	9522
Contig77335	354	1832	8730	10208
Contig188655	1055	1103	1332	1380
Contig16901	3518	5306	13654	15442
Contig30268	7124	10001	23430	26307
Contig83983	8228	8275	8498	8545
Contig4207	2291	2384	2822	2915
Contig61870	3755	4022	5268	5535
Contig36090	8020	8180	8933	9093
Contig36090	408	872	3039	3503
Contig36090	1950	2633	5821	6504
Contig36241	4106	5549	12284	13727
Contig133047	7691	8649	13123	14081
Contig75210	4622	5486	9520	10384
Contig75210	13289	13367	13736	13814
Contig28377	2440	3538	8662	9760
Contig258322	137	487	2126	2476
Contig49283	602	1092	3381	3871
Contig49283	3980	4415	6446	6881
Contig35730	2507	2700	3601	3794
Contig33159	1954	2639	5836	6521
Contig33159	4778	7330	19243	21795
Contig33709	14728	17111	28236	30619
Contig44377	1	351	1986	2336
Contig1346	4856	6080	11794	13018
Contig1346	1098	1345	2502	2749
Contig27785	2897	6982	26048	30133
Contig72887	3048	3398	5032	5382
Contig145548	495	1619	6868	7992
Contig43165	5926	7586	15334	16994
Contig60762	1187	2962	11249	13024
Contig60762	14856	15313	17448	17905
Contig99378	1116	1590	3802	4276
Contig25694	246	2279	11770	13803
Contig85	2443	6910	27757	32224
Contig85	59440	60535	65645	66740
Contig120010	617	854	1960	2197
Contig16335	64	887	4731	5554
Contig23313	3206	3955	7456	8205
Contig30836	38463	38615	39327	39479
Contig30836	9992	12752	25637	28397
Contig67516	4003	4939	9310	10246
Contig53356	3544	4354	8134	8944
Contig93941	15115	15540	17529	17954
Contig61287	497	701	1657	1861
Contig64414	10137	10427	11785	12075
Contig2007	7705	7771	8081	8147
Contig2007	23835	23907	24249	24321
Contig21905	1978	2640	5732	6394
Contig3383	3681	3837	4571	4727
Contig3383	2429	2526	2985	3082
Contig3383	1122	1235	1765	1878
Contig60415	263	2461	12719	14917
Contig24995	4848	5755	9992	10899
Contig80830	6920	7562	10559	11201
Contig41520	5831	5971	6626	6766
Contig169268	454	664	1649	1859
Contig40907	11522	12409	16550	17437
Contig40907	1099	2318	8007	9226
Contig30172	656	832	1654	1830
Contig2421	15490	16387	20575	21472
Contig2421	3559	4645	9714	10800
Contig2421	22510	23661	29038	30189
Contig2421	21683	22488	26248	27053
Contig2421	12360	12389	12525	12554
Contig2421	3435	4712	10673	11950
Contig19439	232	1271	6120	7159
Contig45207	2343	4530	14739	16926
Contig85828	453	917	3087	3551
Contig27672	4029	5598	12924	14493
Contig27672	14434	14873	16928	17367
Contig47409	1319	3345	12802	14828
Contig4454	2614	3765	9141	10292
Contig63014	3409	4540	9820	10951
Contig51135	6982	7403	9374	9795
Contig88395	567	1235	4353	5021
Contig77522	4486	4837	6475	6826
Contig60726	3130	5190	14809	16869
Contig23591	3133	3402	4661	4930
Contig88260	2211	3547	9784	11120
Contig54357	1280	1474	2383	2577
Contig21594	3488	4262	7874	8648
Contig33162	20339	21920	29302	30883
Contig5302	955	2496	9689	11230
Contig18902	5818	7337	14431	15950
Contig18902	10094	13657	30288	33851
Contig28296	1053	2081	6883	7911
Contig15976	3315	6947	23901	27533
Contig3722	94	1418	7603	8927
Contig42951	2816	5294	16863	19341
Contig34279	1825	2870	7748	8793
Contig6	4456	8578	27819	31941
Contig6	36325	37549	43265	44489
Contig6	90088	90608	93041	93561
Contig6	46819	52460	78785	84426
Contig6	75	6331	35530	41786
Contig59735	5168	5571	7458	7861
Contig50339	5117	7988	21387	24258
Contig50339	348	3753	19649	23054
Contig112999	909	986	1346	1423
Contig36378	1635	2052	4002	4419
Contig57603	285	1483	7076	8274
Contig31960	6392	8944	20856	23408
Contig18113	322	1135	4932	5745
Contig250	17985	20740	33602	36357
Contig42804	10281	10953	14093	14765
Contig93828	11210	11491	12805	13086
Contig59689	5030	5303	6579	6852
Contig1927	18308	18414	18913	19019
Contig3439	11689	11845	12579	12735
Contig56546	3239	3318	3693	3772
Contig73525	76	726	3763	4413
Contig19270	3284	3745	5900	6361
Contig5113	140	953	4750	5563
Contig145734	997	1447	3549	3999
Contig147619	369	1212	5149	5992
Contig29199	10761	12439	20276	21954
Contig132813	204	825	3729	4350
Contig5258	1019	1799	5441	6221
Contig137438	7337	7464	8063	8190
Contig28763	11314	11498	12360	12544
Contig28763	407	1666	7547	8806
Contig28763	17570	18184	21051	21665
Contig80923	4194	4357	5124	5287
Contig59205	5550	6631	11681	12762
Contig59205	11488	12215	15611	16338
Contig193230	2538	2698	3446	3606
Contig51305	2217	2251	2410	2444
Contig32537	14705	16116	22706	24117
Contig106582	3129	4446	10592	11909
Contig46903	6160	6710	9279	9829
Contig65772	3035	3159	3741	3865
Contig81144	7735	8221	10490	10976
Contig6881	29	331	1743	2045
Contig13838	2577	2750	3562	3735
Contig18563	25093	25555	27711	28173
Contig18563	784	3735	17509	20460
Contig18563	33538	34061	36505	37028
Contig215237	119	255	890	1026
Contig29243	59760	60374	63245	63859
Contig40306	2822	5368	17255	19801
Contig1743	6979	9085	18913	21019
Contig53897	853	1281	3279	3707
Contig75795	5964	6568	9387	9991
Contig42607	12948	15251	26000	28303
Contig2479	438	1621	7144	8327
Contig76413	965	1992	6785	7812
Contig75852	10468	12192	20243	21967
Contig105189	1946	2085	2734	2873
Contig105189	1471	1534	1833	1896
Contig105189	1218	1251	1409	1442
Contig18230	6371	7855	14785	16269
Contig2561	2181	4639	16116	18574
Contig26501	5402	6085	9275	9958
Contig28720	12842	14946	24770	26874
Contig28720	26854	29953	44421	47520
Contig206493	3746	3953	4924	5131
Contig10500	1091	1823	5241	5973
Contig32614	5746	6662	10942	11858
Contig18536	1358	2328	6856	7826
Contig22172	2351	4184	12739	14572
Contig105540	247	445	1371	1569
Contig63209	2100	2418	3908	4226
Contig4254	3142	3186	3396	3440
Contig13032	2477	2870	4704	5097
Contig197325	3	526	2967	3490
Contig26100	25579	26723	32063	33207
Contig54633	665	2549	11344	13228
Contig90486	656	791	1427	1562
Contig32938	4159	4322	5087	5250
Contig60530	999	1499	3834	4334
Contig52124	1414	2446	7264	8296
Contig35766	2664	5096	16448	18880
Contig22815	52958	53337	55111	55490
Contig22815	24875	28979	48136	52240
Contig46076	5814	8516	21128	23830
Contig2930	10814	11839	16625	17650
Contig2930	17961	18189	19253	19481
Contig29222	32186	33828	41491	43133
Contig92238	569	711	1376	1518
Contig152637	3	655	3701	4353
Contig95879	4608	5052	7130	7574
Contig17838	34280	34959	38132	38811
Contig3795	11	921	5173	6083
Contig26145	4637	4779	5444	5586
Contig39321	276	3660	19456	22840
Contig84681	3273	4172	8369	9268
Contig52659	1917	3754	12331	14168
Contig30191	2081	3059	7629	8607
Contig34091	5975	6533	9142	9700
Contig71072	613	2318	10281	11986
Contig66159	2375	3465	8554	9644
Contig38070	1734	2694	7179	8139
Contig24077	1521	3901	15013	17393
Contig43770	21292	22259	26777	27744
Contig37507	10203	10317	10855	10969
Contig25108	8125	11021	24541	27437
Contig25108	680	1498	5318	6136
Contig31423	2695	3664	8192	9161
Contig826	2518	3722	9347	10551
