"Quant_Varia"	"contig_gene"	"start_gene"	"end_gene"	"Pst_Values"
"Contig1387_757_4493"	"Contig1387"	"757"	"4493"	0.677618210274648
"Contig138707_928_6769"	"Contig138707"	"928"	"6769"	0.389557604679384
"Contig138745_289_4365"	"Contig138745"	"289"	"4365"	0.0850400831667709
"Contig139146_5_5543"	"Contig139146"	"5"	"5543"	0.619940504522692
"Contig1392_7136_10847"	"Contig1392"	"7136"	"10847"	0.0212191017984407
"Contig139267_123_429"	"Contig139267"	"123"	"429"	0.139571219366542
"Contig139521_945_2183"	"Contig139521"	"945"	"2183"	0.752296382909599
"Contig139648_83_1098"	"Contig139648"	"83"	"1098"	0.213415328243098
"Contig1399_139_13990"	"Contig1399"	"139"	"13990"	0.131944307848453
"Contig139928_21_3197"	"Contig139928"	"21"	"3197"	0.174877620754158
"Contig140029_484_1346"	"Contig140029"	"484"	"1346"	0.158793904929029
"Contig140073_4722_7960"	"Contig140073"	"4722"	"7960"	0.294624095433818
"Contig140702_625_6338"	"Contig140702"	"625"	"6338"	0.26339043413962
"Contig140872_124_10740"	"Contig140872"	"124"	"10740"	0.877524220791796
"Contig1410_533_14734"	"Contig1410"	"533"	"14734"	0.0482398081456688
"Contig141046_133_1505"	"Contig141046"	"133"	"1505"	0.717805908154251
"Contig141213_3211_8837"	"Contig141213"	"3211"	"8837"	0.0243627247319037
"Contig1414_12936_38130"	"Contig1414"	"12936"	"38130"	0.0143245982847216
"Contig141492_942_5019"	"Contig141492"	"942"	"5019"	0.110540067573924
"Contig141738_2151_6164"	"Contig141738"	"2151"	"6164"	0.0558627034968218
"Contig141913_2336_8151"	"Contig141913"	"2336"	"8151"	0.332172316800427
"Contig141940_733_4113"	"Contig141940"	"733"	"4113"	0.306741584522139
"Contig142_2887_12660"	"Contig142"	"2887"	"12660"	0.0537617922594938
"Contig142_3267_8570"	"Contig142"	"3267"	"8570"	0.0537617922594938
"Contig1422_1600_7676"	"Contig1422"	"1600"	"7676"	0.274430775412769
"Contig1425_27058_44078"	"Contig1425"	"27058"	"44078"	0.0823043034802328
"Contig1426_1466_9659"	"Contig1426"	"1466"	"9659"	0.00049399302051024
"Contig143_7740_23511"	"Contig143"	"7740"	"23511"	0.829647779507433
"Contig1433_910_11800"	"Contig1433"	"910"	"11800"	0.65493667808343
"Contig1436_7001_13304"	"Contig1436"	"7001"	"13304"	0.000210978207971968
"Contig1437_981_7904"	"Contig1437"	"981"	"7904"	0.0884130315661299
"Contig143783_1627_9762"	"Contig143783"	"1627"	"9762"	0.517488726292485
"Contig144_20878_41297"	"Contig144"	"20878"	"41297"	0.384943286286738
"Contig1440_4791_26033"	"Contig1440"	"4791"	"26033"	0.333755621837766
"Contig144059_1029_12288"	"Contig144059"	"1029"	"12288"	0.0965076175369446
"Contig144141_30_3461"	"Contig144141"	"30"	"3461"	0.755276226862833
"Contig1442_5891_29801"	"Contig1442"	"5891"	"29801"	0.34458267665483
"Contig144713_10837_18117"	"Contig144713"	"10837"	"18117"	0.0698603012787966
"Contig1448_7195_21281"	"Contig1448"	"7195"	"21281"	0.195976982953649
"Contig145124_4261_12127"	"Contig145124"	"4261"	"12127"	0.494473769128592
"Contig145217_39_985"	"Contig145217"	"39"	"985"	0.47351248455141
"Contig145323_2202_3787"	"Contig145323"	"2202"	"3787"	0.446389112092333
"Contig145474_229_708"	"Contig145474"	"229"	"708"	0.806294839166818
"Contig1455_30334_42134"	"Contig1455"	"30334"	"42134"	0.0567909250984604
"Contig1455_538_46658"	"Contig1455"	"538"	"46658"	0.315963395356637
"Contig145532_650_3364"	"Contig145532"	"650"	"3364"	0.527418819863841
"Contig145653_747_4284"	"Contig145653"	"747"	"4284"	0.00977932032197413
"Contig146_16048_34607"	"Contig146"	"16048"	"34607"	0.0582979698853202
"Contig1460_209_24969"	"Contig1460"	"209"	"24969"	0.498519124622451
"Contig146162_92_575"	"Contig146162"	"92"	"575"	0.948303547693968
"Contig146568_725_5048"	"Contig146568"	"725"	"5048"	0.110511038258073
"Contig146576_1012_3250"	"Contig146576"	"1012"	"3250"	0.168253347230494
"Contig146679_1391_2713"	"Contig146679"	"1391"	"2713"	0.0904102503810797
"Contig147032_2890_5741"	"Contig147032"	"2890"	"5741"	0.000409758899755336
"Contig1471_16584_25542"	"Contig1471"	"16584"	"25542"	0.383184526935724
"Contig1471_1959_14538"	"Contig1471"	"1959"	"14538"	0.0852256525805266
"Contig147326_590_2759"	"Contig147326"	"590"	"2759"	0.233006837881392
"Contig1475_3908_20215"	"Contig1475"	"3908"	"20215"	0.621624331301366
"Contig147619_369_5992"	"Contig147619"	"369"	"5992"	0.00314441606146239
"Contig148071_75_1497"	"Contig148071"	"75"	"1497"	0.0191549232993588
"Contig148097_132_3456"	"Contig148097"	"132"	"3456"	0.0446999665510441
"Contig148220_3460_4437"	"Contig148220"	"3460"	"4437"	0.434911033412879
"Contig1484_716_3277"	"Contig1484"	"716"	"3277"	0.0808101250790251
"Contig148409_208_1500"	"Contig148409"	"208"	"1500"	0.597754018387762
"Contig148593_734_6464"	"Contig148593"	"734"	"6464"	0.16025050243753
"Contig1486_492_34933"	"Contig1486"	"492"	"34933"	0.0653083624159671
"Contig148887_322_4997"	"Contig148887"	"322"	"4997"	0.865863739605951
"Contig1493_2729_9737"	"Contig1493"	"2729"	"9737"	0.426366900921427
"Contig149488_932_1182"	"Contig149488"	"932"	"1182"	0.691132614464267
"Contig149522_195_4287"	"Contig149522"	"195"	"4287"	0.561277907196408
"Contig149750_837_5639"	"Contig149750"	"837"	"5639"	0.532106146584084
"Contig1498_272_13142"	"Contig1498"	"272"	"13142"	0.0738284621384113
"Contig149880_1495_3807"	"Contig149880"	"1495"	"3807"	0.0011766914444114
"Contig15_14346_34882"	"Contig15"	"14346"	"34882"	0.731434506342089
"Contig15_21295_26769"	"Contig15"	"21295"	"26769"	0.664282051933465
"Contig150_1825_21365"	"Contig150"	"1825"	"21365"	0.785528983582844
"Contig150_21372_39619"	"Contig150"	"21372"	"39619"	0.778746848954891
"Contig150065_5300_8559"	"Contig150065"	"5300"	"8559"	0.0388881006849937
"Contig1502_4815_18842"	"Contig1502"	"4815"	"18842"	0.759106187170757
"Contig1503_309_17934"	"Contig1503"	"309"	"17934"	0.0413456312204738
"Contig1505_2002_14586"	"Contig1505"	"2002"	"14586"	0.122416542487778
"Contig150554_2577_6235"	"Contig150554"	"2577"	"6235"	0.189920608850228
"Contig150576_765_3233"	"Contig150576"	"765"	"3233"	0.38926688758565
"Contig150921_5_6573"	"Contig150921"	"5"	"6573"	0.608237863401763
"Contig151_6270_52684"	"Contig151"	"6270"	"52684"	0.523448987430513
"Contig151161_2500_3075"	"Contig151161"	"2500"	"3075"	0.485837886182923
"Contig1519_6003_7777"	"Contig1519"	"6003"	"7777"	0.339079775016936
"Contig152_15730_30648"	"Contig152"	"15730"	"30648"	0.358042731118071
"Contig152_6965_35832"	"Contig152"	"6965"	"35832"	0.566451970459584
"Contig152343_760_2319"	"Contig152343"	"760"	"2319"	0.0414109150667185
"Contig1526_1711_7945"	"Contig1526"	"1711"	"7945"	0.0188597744228716
"Contig15287_16295_30882"	"Contig15287"	"16295"	"30882"	0.00498211507360973
"Contig15287_23496_43683"	"Contig15287"	"23496"	"43683"	0.102028116687897
"Contig15287_917_11953"	"Contig15287"	"917"	"11953"	0.543229305605006
"Contig15291_200_9814"	"Contig15291"	"200"	"9814"	0.641458467936785
"Contig15291_4953_10048"	"Contig15291"	"4953"	"10048"	0.703176335416385
"Contig15298_833_10304"	"Contig15298"	"833"	"10304"	0.0945932266280904
"Contig15326_26093_32065"	"Contig15326"	"26093"	"32065"	0.500299912494675
"Contig15326_53398_83816"	"Contig15326"	"53398"	"83816"	0.00277372521609767
"Contig15328_3845_11182"	"Contig15328"	"3845"	"11182"	0.559991058403357
"Contig15330_681_5544"	"Contig15330"	"681"	"5544"	0.251480325123859
"Contig15330_8344_13605"	"Contig15330"	"8344"	"13605"	0.00152304083797545
"Contig15332_2208_7887"	"Contig15332"	"2208"	"7887"	0.00502118757185002
"Contig153370_4154_5031"	"Contig153370"	"4154"	"5031"	0.090367662984179
"Contig15372_12112_19049"	"Contig15372"	"12112"	"19049"	0.673113307782753
"Contig15372_33289_44642"	"Contig15372"	"33289"	"44642"	0.279705029769124
"Contig15373_24778_33927"	"Contig15373"	"24778"	"33927"	0.126643065116972
"Contig15373_50627_75843"	"Contig15373"	"50627"	"75843"	0.0173920821503061
"Contig15373_8416_13147"	"Contig15373"	"8416"	"13147"	0.744999206821413
"Contig15378_4705_17285"	"Contig15378"	"4705"	"17285"	0.584259160858187
"Contig15379_12379_15307"	"Contig15379"	"12379"	"15307"	0.081769206962229
"Contig15411_2460_5893"	"Contig15411"	"2460"	"5893"	0.486496379010276
"Contig15441_3980_15974"	"Contig15441"	"3980"	"15974"	0.564160188621057
"Contig154795_15_3250"	"Contig154795"	"15"	"3250"	0.249582888235358
"Contig15483_22684_23942"	"Contig15483"	"22684"	"23942"	0.0168216712064413
"Contig15491_422_6168"	"Contig15491"	"422"	"6168"	0.324957424183075
"Contig154930_1669_4104"	"Contig154930"	"1669"	"4104"	0.107866107697727
"Contig1551_15110_18143"	"Contig1551"	"15110"	"18143"	0.633342634108905
"Contig15531_2059_26321"	"Contig15531"	"2059"	"26321"	0.225260888376147
"Contig1557_245_2393"	"Contig1557"	"245"	"2393"	0.060547954202838
"Contig155764_890_1135"	"Contig155764"	"890"	"1135"	0.158315737393659
"Contig15595_32617_43561"	"Contig15595"	"32617"	"43561"	0.00408325082197149
"Contig15595_33612_62402"	"Contig15595"	"33612"	"62402"	0.290270931819516
"Contig155975_883_2622"	"Contig155975"	"883"	"2622"	0.121255074196257
"Contig15598_4992_13105"	"Contig15598"	"4992"	"13105"	0.886724667997105
"Contig155984_1016_6247"	"Contig155984"	"1016"	"6247"	0.409364875799021
"Contig15600_3780_5872"	"Contig15600"	"3780"	"5872"	0.784292973836453
"Contig15649_15541_17879"	"Contig15649"	"15541"	"17879"	0.740014800578542
"Contig15653_1337_14633"	"Contig15653"	"1337"	"14633"	0.396898708256755
"Contig15667_428_832"	"Contig15667"	"428"	"832"	0.186319586344276
"Contig15699_5065_10018"	"Contig15699"	"5065"	"10018"	0.520935723115034
"Contig15701_10900_22760"	"Contig15701"	"10900"	"22760"	0.868416321579559
"Contig15705_949_10614"	"Contig15705"	"949"	"10614"	0.115861760021504
"Contig15707_83_3261"	"Contig15707"	"83"	"3261"	0.374944129271958
"Contig15734_13698_35391"	"Contig15734"	"13698"	"35391"	0.709925252278708
"Contig15738_2878_25879"	"Contig15738"	"2878"	"25879"	0.077959937405043
"Contig15743_167_5246"	"Contig15743"	"167"	"5246"	0.779049728308444
"Contig157511_27_1358"	"Contig157511"	"27"	"1358"	0.81578058117331
"Contig15756_44860_64165"	"Contig15756"	"44860"	"64165"	0.389937106204533
"Contig15757_11514_32676"	"Contig15757"	"11514"	"32676"	0.345353575644072
"Contig15757_14023_36043"	"Contig15757"	"14023"	"36043"	0.345353575644072
"Contig1578_945_14565"	"Contig1578"	"945"	"14565"	0.15692740882447
"Contig158_13273_38080"	"Contig158"	"13273"	"38080"	0.39699774273285
"Contig158_2270_12831"	"Contig158"	"2270"	"12831"	0.000828667497881003
"Contig158117_1521_5238"	"Contig158117"	"1521"	"5238"	0.295418772799531
"Contig1583_19417_38768"	"Contig1583"	"19417"	"38768"	0.249374093771101
"Contig15835_2988_16853"	"Contig15835"	"2988"	"16853"	0.000883424842836594
"Contig15836_31977_34519"	"Contig15836"	"31977"	"34519"	0.270274451027031
"Contig15836_9839_29409"	"Contig15836"	"9839"	"29409"	0.1947251474939
"Contig158725_30_2021"	"Contig158725"	"30"	"2021"	0.00667799943115665
"Contig15885_16211_32717"	"Contig15885"	"16211"	"32717"	0.0631528737414659
"Contig15885_35178_40131"	"Contig15885"	"35178"	"40131"	0.0873581722073231
"Contig15905_1498_13190"	"Contig15905"	"1498"	"13190"	0.00150254194868444
"Contig15905_186_33236"	"Contig15905"	"186"	"33236"	0.533693835573454
"Contig15906_4466_23316"	"Contig15906"	"4466"	"23316"	0.630900750578099
"Contig15921_16738_23517"	"Contig15921"	"16738"	"23517"	0.094603428264869
"Contig15921_29796_34080"	"Contig15921"	"29796"	"34080"	0.497088688307732
"Contig15921_5626_16675"	"Contig15921"	"5626"	"16675"	0.00357583140345988
"Contig15922_29985_37275"	"Contig15922"	"29985"	"37275"	0.104246134475264
"Contig15922_31605_49765"	"Contig15922"	"31605"	"49765"	0.77518612925564
"Contig15922_8913_30653"	"Contig15922"	"8913"	"30653"	0.302137523790384
"Contig15924_1086_1814"	"Contig15924"	"1086"	"1814"	0.0831528591847832
"Contig15926_430_3761"	"Contig15926"	"430"	"3761"	2.11772656211819e-06
"Contig159381_5914_7171"	"Contig159381"	"5914"	"7171"	0.10426377913679
"Contig15942_705_24428"	"Contig15942"	"705"	"24428"	0.340390170105122
"Contig159669_1998_6957"	"Contig159669"	"1998"	"6957"	0.520934015516892
"Contig15979_1651_17325"	"Contig15979"	"1651"	"17325"	0.519616063667939
"Contig15981_647_10652"	"Contig15981"	"647"	"10652"	5.23012056482527e-05
"Contig159919_45_2054"	"Contig159919"	"45"	"2054"	0.00537671947820817
"Contig15994_18106_25673"	"Contig15994"	"18106"	"25673"	0.456062801507438
"Contig15996_102_18985"	"Contig15996"	"102"	"18985"	0.647995787135985
"Contig16_24447_67024"	"Contig16"	"24447"	"67024"	0.00990420156506667
"Contig16_57897_67276"	"Contig16"	"57897"	"67276"	0.44045629881144
"Contig16002_1087_1308"	"Contig16002"	"1087"	"1308"	0.218308244517937
"Contig160139_514_1113"	"Contig160139"	"514"	"1113"	0.372488576513325
"Contig16020_7912_34501"	"Contig16020"	"7912"	"34501"	0.134463986781045
"Contig16022_697_19828"	"Contig16022"	"697"	"19828"	0.329361548421217
"Contig16025_904_10508"	"Contig16025"	"904"	"10508"	0.437547310104479
"Contig160317_197_4094"	"Contig160317"	"197"	"4094"	0.715990560009101
"Contig16043_1220_11114"	"Contig16043"	"1220"	"11114"	0.131426271275348
"Contig1605_150_13438"	"Contig1605"	"150"	"13438"	0.261836474174189
"Contig16063_2563_33013"	"Contig16063"	"2563"	"33013"	0.0768944340173701
"Contig16103_5664_47920"	"Contig16103"	"5664"	"47920"	0.090090604170231
"Contig161100_1728_4238"	"Contig161100"	"1728"	"4238"	0.53008124057227
"Contig16111_1069_15780"	"Contig16111"	"1069"	"15780"	0.142675813313601
"Contig16120_14922_34598"	"Contig16120"	"14922"	"34598"	0.0442121049345163
"Contig16121_665_9166"	"Contig16121"	"665"	"9166"	0.221671259917959
"Contig161348_382_2655"	"Contig161348"	"382"	"2655"	0.538649062730317
"Contig16140_1390_7079"	"Contig16140"	"1390"	"7079"	0.251209404724317
"Contig16154_33_1676"	"Contig16154"	"33"	"1676"	0.933336604359248
"Contig1616_813_11371"	"Contig1616"	"813"	"11371"	0.00975616439882792
"Contig16168_21134_47783"	"Contig16168"	"21134"	"47783"	0.303933744271383
"Contig161797_15_1076"	"Contig161797"	"15"	"1076"	0.411083203805607
"Contig161804_11125_19149"	"Contig161804"	"11125"	"19149"	0.00381759724135424
"Contig16187_50883_69466"	"Contig16187"	"50883"	"69466"	0.667712127727982
"Contig16202_12269_17550"	"Contig16202"	"12269"	"17550"	0.608978277129141
"Contig16202_38839_44631"	"Contig16202"	"38839"	"44631"	0.00538743079181584
"Contig16202_45312_47399"	"Contig16202"	"45312"	"47399"	0.019723593547881
"Contig16202_56988_75805"	"Contig16202"	"56988"	"75805"	0.0503760956906979
"Contig16203_1555_7391"	"Contig16203"	"1555"	"7391"	0.160075755480065
"Contig16203_69_16094"	"Contig16203"	"69"	"16094"	0.160075755480065
"Contig16204_2840_18325"	"Contig16204"	"2840"	"18325"	0.0649046823586775
"Contig16217_12693_19138"	"Contig16217"	"12693"	"19138"	0.421941722041919
"Contig162248_1173_9304"	"Contig162248"	"1173"	"9304"	0.237994147903712
"Contig162267_76_8023"	"Contig162267"	"76"	"8023"	0.202165385377132
"Contig1625_2019_10237"	"Contig1625"	"2019"	"10237"	0.516313775254014
"Contig16260_194_4550"	"Contig16260"	"194"	"4550"	0.519131521276406
"Contig16260_4568_18554"	"Contig16260"	"4568"	"18554"	0.0580512474692252
"Contig16263_17946_21792"	"Contig16263"	"17946"	"21792"	0.138107134886136
"Contig16263_710_14621"	"Contig16263"	"710"	"14621"	0.535841075353691
"Contig16264_711_10676"	"Contig16264"	"711"	"10676"	0.731651044521219
"Contig16265_3632_8609"	"Contig16265"	"3632"	"8609"	0.45288053705939
"Contig1629_3146_12028"	"Contig1629"	"3146"	"12028"	0.341039381753212
"Contig16315_41844_53544"	"Contig16315"	"41844"	"53544"	0.321463092530464
"Contig16315_5790_34924"	"Contig16315"	"5790"	"34924"	8.69046729662658e-05
"Contig163693_7727_8401"	"Contig163693"	"7727"	"8401"	0.266082943342985
"Contig16377_8793_11982"	"Contig16377"	"8793"	"11982"	0.0850624205843133
"Contig16388_1444_3861"	"Contig16388"	"1444"	"3861"	0.0934266273489483
"Contig164_17196_21224"	"Contig164"	"17196"	"21224"	0.0669814881046272
"Contig16401_10073_29059"	"Contig16401"	"10073"	"29059"	9.19719193789207e-05
"Contig164191_595_6672"	"Contig164191"	"595"	"6672"	0.420295925012209
"Contig16457_1534_1815"	"Contig16457"	"1534"	"1815"	0.020159829440928
"Contig1646_1216_27172"	"Contig1646"	"1216"	"27172"	0.661199257246976
"Contig16476_4825_7935"	"Contig16476"	"4825"	"7935"	0.555435794167586
"Contig16526_14616_31550"	"Contig16526"	"14616"	"31550"	0.205646131545519
"Contig16533_2680_19002"	"Contig16533"	"2680"	"19002"	0.1432598850432
"Contig16580_1542_17896"	"Contig16580"	"1542"	"17896"	0.398517947278352
"Contig16589_66246_78473"	"Contig16589"	"66246"	"78473"	0.138743885625074
"Contig166_11136_27338"	"Contig166"	"11136"	"27338"	0.023850117833645
"Contig16645_53335_69851"	"Contig16645"	"53335"	"69851"	0.318903670496708
"Contig16653_9391_17697"	"Contig16653"	"9391"	"17697"	0.55741181562736
"Contig166544_2583_9443"	"Contig166544"	"2583"	"9443"	0.449243228055514
"Contig16668_22815_59771"	"Contig16668"	"22815"	"59771"	0.179822148806582
"Contig16668_54170_60540"	"Contig16668"	"54170"	"60540"	0.179822148806582
"Contig16677_565_21686"	"Contig16677"	"565"	"21686"	0.010179039715348
"Contig16685_41_10513"	"Contig16685"	"41"	"10513"	0.609996708475962
"Contig1670_10602_21238"	"Contig1670"	"10602"	"21238"	0.675094217727414
"Contig167009_5385_9658"	"Contig167009"	"5385"	"9658"	0.0344257806121088
"Contig167099_95_1066"	"Contig167099"	"95"	"1066"	0.429351050469201
"Contig167320_1975_3387"	"Contig167320"	"1975"	"3387"	0.0997205416643312
"Contig16747_5201_10410"	"Contig16747"	"5201"	"10410"	0.321258643070239
"Contig1676_2862_9469"	"Contig1676"	"2862"	"9469"	0.490366463194466
"Contig167605_1_1230"	"Contig167605"	"1"	"1230"	0.0300564927628313
"Contig16769_5126_12498"	"Contig16769"	"5126"	"12498"	0.274044951801681
"Contig16782_80_8212"	"Contig16782"	"80"	"8212"	0.431036433662525
"Contig16788_48893_59723"	"Contig16788"	"48893"	"59723"	0.617495101957111
"Contig16805_1661_36379"	"Contig16805"	"1661"	"36379"	9.7882109751793e-05
"Contig1681_163_17306"	"Contig1681"	"163"	"17306"	0.125733049133297
"Contig1681_17801_21421"	"Contig1681"	"17801"	"21421"	0.151097066225631
"Contig1681_5897_12249"	"Contig1681"	"5897"	"12249"	0.251682126373585
"Contig168349_3193_6852"	"Contig168349"	"3193"	"6852"	0.424139728271929
"Contig168413_844_7214"	"Contig168413"	"844"	"7214"	0.0377715912595292
"Contig16844_24262_27331"	"Contig16844"	"24262"	"27331"	0.396088020684219
"Contig16845_7923_8679"	"Contig16845"	"7923"	"8679"	0.717890955822908
"Contig16845_87_5814"	"Contig16845"	"87"	"5814"	0.25318068340288
"Contig16846_491_8347"	"Contig16846"	"491"	"8347"	0.698622058730161
"Contig16849_5430_8727"	"Contig16849"	"5430"	"8727"	0.351535163980946
"Contig16849_9680_12307"	"Contig16849"	"9680"	"12307"	0.835127862037121
"Contig16850_69_1824"	"Contig16850"	"69"	"1824"	0.38813919855878
"Contig16867_24423_43510"	"Contig16867"	"24423"	"43510"	0.409760261106166
"Contig16869_15461_44298"	"Contig16869"	"15461"	"44298"	0.0828377427731824
"Contig16876_9986_42453"	"Contig16876"	"9986"	"42453"	0.211476403847489
"Contig16877_6239_33432"	"Contig16877"	"6239"	"33432"	0.121304769413497
"Contig169_1528_21193"	"Contig169"	"1528"	"21193"	0.287611540341149
"Contig1690_1231_4702"	"Contig1690"	"1231"	"4702"	0.323369300437714
"Contig16915_44679_72400"	"Contig16915"	"44679"	"72400"	0.0359875740376612
"Contig16916_5259_38767"	"Contig16916"	"5259"	"38767"	0.0351205075553247
"Contig169200_1512_3038"	"Contig169200"	"1512"	"3038"	0.00411524906519924
"Contig16933_18986_35328"	"Contig16933"	"18986"	"35328"	0.305914312285075
"Contig16934_6819_32187"	"Contig16934"	"6819"	"32187"	0.696593554214628
"Contig16958_42975_54671"	"Contig16958"	"42975"	"54671"	0.446835601902286
"Contig1696_907_20001"	"Contig1696"	"907"	"20001"	0.0217864533252839
"Contig17003_663_3759"	"Contig17003"	"663"	"3759"	0.553161059688694
"Contig17009_14705_27395"	"Contig17009"	"14705"	"27395"	0.743869763709126
"Contig1701_5646_14063"	"Contig1701"	"5646"	"14063"	0.346325686155104
"Contig17012_40_16156"	"Contig17012"	"40"	"16156"	0.0772054123661305
"Contig17015_576_1122"	"Contig17015"	"576"	"1122"	0.333071808273272
"Contig17019_6750_17667"	"Contig17019"	"6750"	"17667"	0.339699023288798
"Contig17037_1907_3066"	"Contig17037"	"1907"	"3066"	0.748442529017117
"Contig17038_153_15107"	"Contig17038"	"153"	"15107"	0.20109357993904
